ac,offense,address,date,district
C, THEFT 3D FROM MOTOR VEHICLE, 6800 N F ST, 4/10/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 6800 N F ST, 4/10/2018, P1
C, BURGLARY 2D GARAGE, 5100 N WALNUT ST, 4/14/2018, P1
C, THEFT 3D FROM BUILDING, 4800 N DIVISION ST, 4/8/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 5300 N LINCOLN ST, 4/10/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 3900 N MADISON ST, 4/12/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 3900 N WHITEHOUSE ST, 4/13/2018, P1
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 4/10/2018, P2
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 4/13/2018, P1
C, BURGLARY 2D COMMERCIAL, 2500 W WELLESLEY AVE, 4/10/2018, P1
C, BURGLARY 2D GARAGE, 5300 N ELM ST, 4/10/2018, P1
C, MAIL THEFT, 2300 W GARLAND AVE, 4/9/2018, P1
C, THEFT OF MOTOR VEHICLE, 4900 N CANNON ST, 4/8/2018, P1
C, THEFT 2D FROM BUILDING, 6000 N ASSEMBLY ST, 4/12/2018, P1
C, THEFT 3D ALL OTHER, 2100 W NORTHWEST BLVD, 4/9/2018, P2
C, THEFT 3D ALL OTHER, 3000 N BELT ST, 4/11/2018, P1
C, THEFT 3D ALL OTHER, 2400 W OLYMPIC AVE, 4/11/2018, P2
C, THEFT 3D ALL OTHER, 3800 W HEROY AVE, 4/12/2018, P1
C, THEFT 3D ALL OTHER, 2300 W LONGFELLOW AVE, 4/13/2018, P1
C, THEFT 3D ALL OTHER, 2300 W WELLESLEY AVE, 4/14/2018, P1
C, THEFT 3D FROM BUILDING, 2000 W LONGFELLOW AVE, 4/9/2018, P1
C, THEFT 3D FROM BUILDING, 2100 W GRACE AVE, 4/10/2018, P1
C, THEFT 3D FROM BUILDING, 4500 N GUSTAVUS ST, 4/11/2018, P1
C, THEFT 3D FROM BUILDING, 6000 N ASSEMBLY ST, 4/12/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 4900 N CANNON ST, 4/8/2018, P1
C, THEFT 3D SHOPLIFTING, 2500 W WELLESLEY AVE, 4/12/2018, P1
C, THEFT 3D SHOPLIFTING, 2200 W WELLESLEY AVE, 4/14/2018, P1
C, BURGLARY 2D FENCED AREA, 2400 N DIVISION ST, 4/11/2018, P2
A, BURGLARY 2D GARAGE, 400 W CLEVELAND AVE, 4/13/2018, P2
C, BURGLARY-RESIDENTIAL, 1000 W MANSFIELD AVE, 4/9/2018, P1
C, ROBBERY 1D PERSON (NOT PURSE SNATCHING), 3000 N DIVISION ST, 4/9/2018, P1
C, ROBBERY 1D PERSON (NOT PURSE SNATCHING), 1400 N DIVISION ST, 4/14/2018, P2
C, THEFT OF MOTOR VEHICLE, 1200 N STEVENS ST, 4/8/2018, P2
C, THEFT OF MOTOR VEHICLE, 400 W KNOX AVE, 4/9/2018, P2
C, THEFT OF MOTOR VEHICLE, 1900 N MONROE ST, 4/9/2018, P2
C, THEFT 2D ALL OTHER, 100 W INDIANA AVE, 4/9/2018, P2
C, THEFT 2D FROM MOTOR VEHICLE, 1900 N MONROE ST, 4/8/2018, P2
C, THEFT 3D ALL OTHER, 1100 W SHANNON AVE, 4/8/2018, P2
C, THEFT 3D ALL OTHER, 1100 W JACKSON AVE, 4/10/2018, P2
C, THEFT 3D ALL OTHER, 300 W MISSION AVE, 4/12/2018, P2
C, THEFT 3D ALL OTHER, 700 W BOONE AVE, 4/12/2018, P2
C, THEFT 3D ALL OTHER, 800 W AUGUSTA AVE, 4/13/2018, P2
C, THEFT 3D ALL OTHER, 700 W BOONE AVE, 4/14/2018, P2
C, THEFT 3D FROM BUILDING, 1600 W NORTHWEST BLVD, 4/13/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1200 N STEVENS ST, 4/8/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 3100 N WASHINGTON ST, 4/10/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 3000 N LINCOLN ST, 4/11/2018, P2
A, THEFT 3D FROM MOTOR VEHICLE, 1500 W CLEVELAND AVE, 4/14/2018, P2
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 800 W GRACE AVE, 4/8/2018, P2
C, THEFT CITY FROM MOTOR VEHICLE, 400 W KNOX AVE, 4/9/2018, P2
C, THEFT CITY FROM MOTOR VEHICLE, 1900 N MONROE ST, 4/9/2018, P2
C, THEFT-CITY (Shoplifting), 1600 W NORTHWEST BLVD, 4/12/2018, P1
C, THEFT OF MOTOR VEHICLE ,N HOWARD ST / W DEAN AVE, 4/14/2018, P2
C, THEFT 2D ALL OTHER, 500 N LINCOLN ST, 4/8/2018, P2
C, THEFT 2D SHOPLIFTING, 600 W MALLON AVE, 4/10/2018, P2
C, THEFT 3D ALL OTHER, 900 N DIVISION ST, 4/14/2018, P2
C, ASSAULT 4D WEAPON OR NEGLIGENT INJURY, 1500 N ADAMS ST, 4/11/2018, P2
C, BURGLARY 2D GARAGE, 2200 W MILFORD PL, 4/8/2018, P2
C, BURGLARY 2D GARAGE, 1600 W AUGUSTA AVE, 4/11/2018, P2
C, THEFT FIREARM FROM BUILDING, 1500 W DEAN AVE, 4/9/2018, P2
C, THEFT 3D ALL OTHER, 1200 N SHERWOOD ST, 4/12/2018, P2
C, THEFT 3D FROM BUILDING, 2000 W COLLEGE AVE, 4/10/2018, P2
C, THEFT 3D FROM BUILDING, 1700 W MALLON AVE, 4/10/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1200 W NORA AVE, 4/10/2018, P2
A, THEFT 3D FROM MOTOR VEHICLE, 1700 W INDIANA AVE, 4/13/2018, P2
C, THEFT 2D ALL OTHER, 3400 W FORT GEORGE WRIGHT DR, 4/11/2018, P2
C, THEFT 2D FROM BUILDING, 4300 W FORT GEORGE WRIGHT DR, 4/10/2018, P2
C, THEFT 3D FROM BUILDING, 4100 W FORT GEORGE WRIGHT DR, 4/9/2018, P2
C, ASSAULT 4D WEAPON OR NEGLIGENT INJURY, 6100 N COLTON ST, 4/10/2018, P3
C, ASSAULT 2D , E DALKE AVE / N ADDISON ST, 4/12/2018, P3
C, BURGLARY 1D FROM RESIDENCE, 900 E PROVIDENCE AVE, 4/8/2018, P4
