ac,offense,address,date,district
C, THEFT 1D ALL OTHER, 7200 N FIVE MILE RD, 6/29/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2600 W PARKWAY AVE, 6/26/2018, P1
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 2600 W PARKWAY AVE, 6/26/2018, P1
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 3200 W TRINITY AVE, 6/29/2018, P1
C, THEFT 2D ALL OTHER, 10500 N RUSSETT DR, 6/25/2018, P1
C, THEFT 3D ALL OTHER, 8800 N INDIAN TRAIL RD, 6/30/2018, P1
C, THEFT 3D SHOPLIFTING, 9000 N INDIAN TRAIL RD, 6/30/2018, P1
C, BURGLARY 2D GARAGE, 1600 W GLASS AVE, 6/25/2018, P1
C, RAPE 2D, NA, 6/28/2018, P3
C, ROBBERY 1D COMMERCIAL (NOT PURSE SNATCHING), 4500 N DIVISION ST, 6/27/2018, P2
C, THEFT OF MOTOR VEHICLE, 500 W GORDON AVE, 6/24/2018, P2
C, THEFT OF MOTOR VEHICLE, 3700 N NORMANDIE ST, 6/26/2018, P1
C, THEFT FIREARM FROM MOTOR VEHICLE, 4800 N HOWARD ST, 6/30/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 4500 N CALISPEL ST, 6/26/2018, P1
C, THEFT 3D FROM BUILDING, 1500 W PROVIDENCE AVE, 6/26/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 500 W GORDON AVE, 6/24/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 3700 N ATLANTIC ST, 6/26/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1600 W GLASS AVE, 6/26/2018, P1
C, VEHICLE PROWLING 2D FROM VEHICLE, 500 W GORDON AVE, 6/24/2018, P2
C, BURGLARY 1D FROM RESIDENCE, 3100 W CORA AVE, 6/25/2018, P1
C, BURGLARY 1D FROM RESIDENCE, 3100 W CORA AVE, 6/26/2018, P1
C, BURGLARY 2D GARAGE, 2400 W KIERNAN AVE, 6/27/2018, P1
C, BURGLARY 2D GARAGE, 5800 N CANNON ST, 6/29/2018, P1
A, BURGLARY-RESIDENTIAL, 3400 W HEROY AVE, 6/25/2018, P1
C, BURGLARY-RESIDENTIAL, 3100 W CORA AVE, 6/26/2018, P1
C, BURGLARY-RESIDENTIAL, 6100 N NETTLETON ST, 6/29/2018, P1
C, MAIL THEFT, 2500 W KIERNAN AVE, 6/25/2018, P1
C, MAIL THEFT FROM A BUILDING, 4900 N A ST, 6/25/2018, P1
C, RAPE 2D, NA, 6/24/2018, P1
C, THEFT OF MOTOR VEHICLE, 2100 W WELLESLEY AVE, 6/24/2018, P1
C, THEFT OF MOTOR VEHICLE, 3100 W KIERNAN AVE, 6/27/2018, P1
C, THEFT OF RENT/LEASE PROPERTY FROM BUILDING, 3100 W CORA AVE, 6/25/2018, P1
C, THEFT FIREARM FROM BUILDING, 3100 W CORA AVE, 6/26/2018, P1
C, THEFT 1D ALL OTHER, 3100 W CORA AVE, 6/25/2018, P1
C, THEFT 2D FROM BUILDING, 2000 W WELLESLEY AVE, 6/24/2018, P1
C, THEFT 2D FROM BUILDING, 2200 W WELLESLEY AVE, 6/29/2018, P1
C, THEFT 3D ALL OTHER, 3400 W LONGFELLOW AVE, 6/27/2018, P1
