ac,offense,address,date,district
A, ROBBERY 1D PERSON (NOT PURSE SNATCHING) ,N FARMDALE ST / W WOODGROVE CT, 12/9/2017, P1
C, BURGLARY 1D FROM RESIDENCE, 2300 W CHADWICK LN, 12/8/2017, P1
C, THEFT 2D ALL OTHER, 2300 W CHADWICK LN, 12/8/2017, P1
A, THEFT 3D FROM MOTOR VEHICLE, 3500 W HORIZON AVE, 12/8/2017, P1
C, MAIL THEFT, 5900 W SHAWNEE AVE, 12/8/2017, P1
C, THEFT 3D ALL OTHER, 9800 N SUNDANCE DR, 12/3/2017, P1
C, THEFT 3D ALL OTHER, 5200 W RUSSETT DR, 12/4/2017, P1
C, THEFT 3D ALL OTHER, 8600 N TERRY CT, 12/5/2017, P1
C, ASSAULT 2D, 5200 N MONROE ST, 12/7/2017, P1
C, BURGLARY-RESIDENTIAL, 500 W GORDON AVE, 12/5/2017, P1
C, RAPE 3D, NA, 12/8/2017, P2
C, THEFT 2D ALL OTHER, 4500 N DIVISION ST, 12/4/2017, P1
C, THEFT 3D ALL OTHER, 5500 N MONROE ST, 12/5/2017, P1
C, THEFT 3D ALL OTHER, 1600 W ROWAN AVE, 12/6/2017, P1
C, THEFT 3D ALL OTHER, 200 W JOSEPH AVE, 12/7/2017, P1
C, THEFT 3D FROM BUILDING, 600 W GARLAND AVE, 12/7/2017, P1
C, THEFT 3D FROM BUILDING, 4100 N ADAMS ST, 12/9/2017, P1
C, THEFT 3D FROM MOTOR VEHICLE, 1200 W BISMARK AVE, 12/4/2017, P1
C, THEFT 3D FROM MOTOR VEHICLE, 4100 N MAPLE ST, 12/4/2017, P1
C, THEFT 3D FROM MOTOR VEHICLE, 700 W GLASS AVE, 12/5/2017, P1
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 700 W GLASS AVE, 12/5/2017, P1
A, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 5700 N WALL ST, 12/9/2017, P1
C, ASSAULT 4D WEAPON OR NEGLIGENT INJURY, 4400 W WINSTON CT, 12/7/2017, P1
A, BURGLARY 2D GARAGE, 3200 W HOFFMAN AVE, 12/5/2017, P1
A, THEFT OF MOTOR VEHICLE, 3600 W LONGFELLOW AVE, 12/5/2017, P2
C, THEFT OF MOTOR VEHICLE , N MILTON ST / W WELLESLEY AVE, 12/6/2017, P1
C, THEFT 2D FROM BUILDING, 2500 W WELLESLEY AVE, 12/5/2017, Oth
C, THEFT 3D ALL OTHER, 2300 W WELLESLEY AVE, 12/6/2017, P2
C, THEFT 3D FROM MOTOR VEHICLE, 5200 W HOFFMAN PL, 12/6/2017, P2
C, THEFT-CITY (Shoplifting), 2500 W WELLESLEY AVE, 12/5/2017, P1
C, VEHICLE PROWLING 2D FROM VEHICLE, 2200 W BUCKEYE AVE, 12/4/2017, P1
C, ASSAULT 2D, 2700 N MONROE ST, 12/3/2017, P2
C, BURGLARY 1D COMMERCIAL, 3100 N MONROE ST, 12/6/2017, P2
C, BURGLARY-RESIDENTIAL, 2600 N WALL ST, 12/4/2017, P2
C, MAIL THEFT, 300 W BUCKEYE AVE, 12/7/2017, P2
C, THEFT OF MOTOR VEHICLE, 800 W KNOX AVE, 12/7/2017, P1
C, THEFT OF MOTOR VEHICLE, 600 W MANSFIELD AVE, 12/8/2017, P1
C, THEFT 1D ALL OTHER, 2600 N DIVISION ST, 12/7/2017, P2
C, THEFT 2D ALL OTHER, 2700 N MONROE ST, 12/3/2017, P2
C, THEFT 2D FROM BUILDING, 1600 N ATLANTIC ST, 12/6/2017, P2
C, THEFT 2D FROM BUILDING, 1500 W NORTHWEST BLVD, 12/7/2017, P2
C, THEFT 2D FROM MOTOR VEHICLE ,W EUCLID AVE / N HOWARD ST, 12/7/2017, P2
C, THEFT 3D ALL OTHER, 1600 W KNOX AVE, 12/6/2017, P2
C, THEFT 3D ALL OTHER, 1600 W NORTHWEST BLVD, 12/7/2017, P2
C, THEFT 3D FROM BUILDING, 700 W AUGUSTA AVE, 12/4/2017, P2
C, THEFT 3D FROM BUILDING, 3100 N MONROE ST, 12/6/2017, P2
C, THEFT 3D FROM BUILDING, 1400 N POST ST, 12/7/2017, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1400 W KNOX AVE, 12/6/2017, P2
C, THEFT 3D FROM MOTOR VEHICLE, 3000 N ADAMS ST, 12/7/2017, P2
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 1900 N STEVENS ST, 12/5/2017, P2
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 1400 N WASHINGTON ST, 12/5/2017, P2
C, THEFT-CITY ALL OTHER THEFTS, 2700 N MONROE ST, 12/3/2017, P2
C, THEFT-CITY ALL OTHER THEFTS, 700 W AUGUSTA AVE, 12/3/2017, P1
C, THEFT-CITY ALL OTHER THEFTS , W CORA AVE / N POST ST, 12/9/2017, P2
C, VEH(THEFT OF FUEL), 2400 N DIVISION ST, 12/4/2017, P2
C, THEFT 3D ALL OTHER, 900 N MONROE ST, 12/4/2017, P2
C, THEFT 3D FROM BUILDING, 600 W MALLON AVE, 12/7/2017, P2
C, THEFT 3D FROM MOTOR VEHICLE, 200 W CATALDO AVE, 12/4/2017, P2
C, ASSAULT 1D, 2200 W SHARP AVE, 12/4/2017, P1
C, THEFT OF MOTOR VEHICLE, 1500 W GARDNER AVE, 12/6/2017, P1
C, THEFT 2D FROM BUILDING , W BOONE AVE / N MADISON ST, 12/4/2017, P2
C, THEFT 2D FROM MOTOR VEHICLE , W SUMMIT PKWY / N ELM ST, 12/4/2017, P2
C, THEFT 3D ALL OTHER , N ASH ST / W BOONE AVE, 12/9/2017, P2
