ac,offense,address,date,district
C, THEFT OF MOTOR VEHICLE, 5300 W RIFLE CLUB CT, 1/6/2018, P1
C, THEFT 3D ALL OTHER, 2000 W FRANCIS AVE, 1/2/2018, P1
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 6500 N ASH ST, 1/4/2018, P1
C, THEFT 3D SHOPLIFTING, 2000 W FRANCIS AVE, 1/5/2018, P1
C, BURGLARY-RESIDENTIAL, 8500 N FOREST BLVD, 12/31/2017, P1
C, THEFT 3D FROM MOTOR VEHICLE, 8600 N PAMELA ST, 12/31/2017, P1
C, THEFT CITY FROM MOTOR VEHICLE, 8500 N FOREST BLVD, 12/31/2017, P1
C, ASSAULT 2D , N MONROE ST / W WELLESLEY AVE, 1/2/2018, P1
C, ASSAULT 2D, 1100 W GLASS AVE, 1/4/2018, P1
C, BURGLARY 2D COMMERCIAL, 3800 N MONROE ST, 1/4/2018, P1
C, BURGLARY 2D GARAGE, 4700 N WALNUT ST, 1/6/2018, P1
C, BURGLARY-RESIDENTIAL, 5000 N WALL ST, 1/4/2018, P1
C, RAPE 2D, NA, 12/31/2017, P1
C, ROBBERY 1D PERSON (NOT PURSE SNATCHING), 700 W CORA AVE, 1/5/2018, P2
C, ROBBERY 2D PERSON (NOT PURSE SNATCHING), 4100 N ADAMS ST, 12/31/2017, P1
C, THEFT OF MOTOR VEHICLE, 5100 N STEVENS ST, 1/4/2018, P1
C, THEFT 1D POCKET PICKING , W FRANCIS AVE / N STEVENS ST, 1/5/2018, P1
C, THEFT 2D ALL OTHER, 4600 N POST ST, 1/1/2018, P1
C, THEFT 2D FROM BUILDING, 3500 N DIVISION ST, 1/1/2018, P1
C, THEFT 2D FROM BUILDING, 6100 N DIVISION ST, 1/4/2018, P1
C, THEFT 3D ALL OTHER, 4200 N ADAMS ST, 1/5/2018, P1
C, THEFT 3D FROM BUILDING, 5000 N WALL ST, 1/4/2018, P1
C, THEFT 3D FROM BUILDING, 4900 N CALISPEL ST, 1/5/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 0 W COURTLAND AVE, 1/1/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 4500 N WASHINGTON ST, 1/2/2018, P1
A, THEFT 3D FROM MOTOR VEHICLE, 600 W ROWAN AVE, 1/5/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 600 W ROWAN AVE, 1/5/2018, P1
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 12/31/2017, P1
C, THEFT 3D SHOPLIFTING, 3400 N DIVISION ST, 1/1/2018, P1
C, THEFT CITY FROM MOTOR VEHICLE, 4200 N JEFFERSON ST, 1/5/2018, P1
C, ASSAULT 3D (d)or(f) (Weapon/Instrument/Bodily Harm), 2600 W SANSON AVE, 1/1/2018, P1
C, THEFT OF MOTOR VEHICLE, 2300 W WELLESLEY AVE, 12/31/2017, P1
C, THEFT 2D FROM MOTOR VEHICLE, 4000 W BROAD AVE, 1/1/2018, P1
C, THEFT 3D ALL OTHER, 2300 W CARLISLE AVE, 1/2/2018, P1
C, THEFT 3D FROM BUILDING, 2200 W WELLESLEY AVE, 1/4/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2900 W NORTHWEST BLVD, 1/5/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2500 N PETTET DR, 1/6/2018, P1
C, THEFT-CITY (Shoplifting), 2500 W WELLESLEY AVE, 1/3/2018, P1
C, ROBBERY 1D PERSON (NOT PURSE SNATCHING), JEO GARFIELD ELEMENTARY SCHOOL AVE, 12/31/2017, P2
