ac,offense,address,date,district
C, RAPE OF A CHILD 3D, NA, 11/7/2017, P1
C, RAPE 3D, NA, 11/8/2017, P1
C, THEFT-CITY (Shoplifting), 2301 W WELLESLEY, 11/9/2017, P1
C, BURGLARY-RESIDENTIAL, 3900 W INDIAN TRAIL RD, 11/6/2017, P1
C, THEFT 2D FROM MOTOR VEHICLE, 2200 W ROSEWOOD AVE, 11/8/2017, P1
C, THEFT 3D ALL OTHER, 2000 W FRANCIS AVE, 11/8/2017, P1
C, THEFT 3D ALL OTHER, 1700 W FRANCIS AVE, 11/10/2017, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1800 W FRANCIS AVE, 11/6/2017, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2800 W HOUSTON AVE, 11/8/2017, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2600 W DELL DR, 11/8/2017, P1
C, THEFT-CITY ALL OTHER THEFTS, 3900 W INDIAN TRAIL RD, 11/6/2017, P1
C, THEFT OF MOTOR VEHICLE, 8700 N CHERRY LN, 11/10/2017, P1
C, VEHICLE PROWLING 2D FROM VEHICLE, 8700 N CHERRY LN, 11/10/2017, P1
C, ASSAULT 4D WEAPON OR NEGLIGENT INJURY, 5300 W LOWELL AVE, 11/7/2017, P1
C, BURGLARY 2D COMMERCIAL, 3700 N MONROE ST, 11/7/2017, P1
A, BURGLARY 2D COMMERCIAL, 3100 N DIVISION ST, 11/10/2017, P2
C, BURGLARY 2D GARAGE, 4100 N MONROE ST, 11/6/2017, P1
A, BURGLARY-RESIDENTIAL, 4300 N POST ST, 11/6/2017, P1
C, THEFT OF MOTOR VEHICLE, 3500 N DIVISION ST, 11/5/2017, P1
C, THEFT OF MOTOR VEHICLE, 4500 N MADISON ST, 11/9/2017, P1
C, THEFT OF MOTOR VEHICLE , W DALKE AVE / N MONROE ST, 11/10/2017, P1
C, THEFT 2D FROM BUILDING, 5700 N ATLANTIC ST, 11/10/2017, P1
C, THEFT 3D ALL OTHER, 5000 N LINCOLN ST, 11/7/2017, P1
C, THEFT 3D FROM MOTOR VEHICLE, 900 W GORDON AVE, 11/5/2017, P1
C, THEFT 3D FROM MOTOR VEHICLE, 4700 N DIVISION ST, 11/6/2017, P1
C, THEFT 3D FROM MOTOR VEHICLE, 4200 N WALNUT ST, 11/7/2017, P1
C, ASSAULT 2D, 2600 W NORTHWEST BLVD, 11/9/2017, P1
C, MAIL THEFT, 2400 W UPTON AVE, 11/10/2017, P1
C, THEFT 2D FROM BUILDING, 2500 W LIBERTY AVE, 11/9/2017, P1
C, THEFT 2D FROM MOTOR VEHICLE, 2900 W LONGFELLOW AVE, 11/10/2017, P1
C, THEFT 3D FROM BUILDING, 2200 W WELLESLEY AVE, 11/6/2017, P1
C, THEFT 3D FROM BUILDING, 6200 N OXFORD DR, 11/7/2017, P1
C, THEFT 3D FROM BUILDING, 4300 N ASH ST, 11/10/2017, P1
C, THEFT 3D FROM MOTOR VEHICLE, 4400 W WINSTON CT, 11/6/2017, P1
A, THEFT 3D FROM MOTOR VEHICLE, 3400 W CORA AVE, 11/7/2017, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2700 W ROCKWELL AVE, 11/10/2017, P1
C, THEFT 3D SHOPLIFTING, 4800 W NINE MILE RD, 11/7/2017, P1
C, THEFT 3D SHOPLIFTING, 2300 W WELLESLEY AVE, 11/7/2017, P1
C, THEFT 3D SHOPLIFTING, 2500 W WELLESLEY AVE, 11/9/2017, P1
C, ASSAULT 2D, 1300 N WALL ST, 11/5/2017, P2
C, BURGLARY 1D FROM RESIDENCE, 1300 N WALL ST, 11/5/2017, P2
C, BURGLARY 1D FROM RESIDENCE, 1100 W KNOX AVE, 11/7/2017, P2
C, BURGLARY 2D COMMERCIAL, 2200 N DIVISION ST, 11/9/2017, P2
C, BURGLARY 2D GARAGE, 1400 W SHANNON AVE, 11/9/2017, P2
C, BURGLARY-RESIDENTIAL, 300 W MISSION AVE, 11/6/2017, P1
C, BURGLARY-RESIDENTIAL, 1500 W ALICE AVE, 11/6/2017, P1
C, BURGLARY-RESIDENTIAL, 1400 W GRACE AVE, 11/8/2017, P2
C, RAPE 2D, NA, 11/6/2017, P1
C, THEFT OF MOTOR VEHICLE, 1400 N LINCOLN ST, 11/5/2017, P1
C, THEFT OF MOTOR VEHICLE, 200 W SHANNON AVE, 11/8/2017, P2
C, THEFT OF MOTOR VEHICLE, 800 W SHANNON AVE, 11/8/2017, P2
C, THEFT FIREARM FROM BUILDING, 1100 W KNOX AVE, 11/7/2017, P2
C, THEFT 2D ALL OTHER, 700 W BOONE AVE, 11/6/2017, P2
