ac,offense,address,date,district
C,RAPE-2ND,NA, 12/10/2018,OTH
C,ROBBERY-1D (All Except Purse Snatching),2300 N RAMBO RD, 12/9/2018,P7
C, ASSAULT 2D, 2100 W HOUSTON AVE, 12/13/2018, P1
C, BURGLARY-RESIDENTIAL, 4100 W INDIAN TRAIL RD, 12/12/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 7100 N PAMELA ST, 12/10/2018, P1
C, BURGLARY 2D GARAGE, 1500 W PANORAMA AVE, 12/15/2018, P1
C, BURGLARY-RESIDENTIAL, 1900 W JAY AVE, 12/9/2018, P1
C, THEFT OF MOTOR VEHICLE, 1500 W PANORAMA AVE, 12/15/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 1700 W TIETON AVE, 12/9/2018, P1
C, BURGLARY-RESIDENTIAL, 10200 N SUNDANCE DR, 12/11/2018, P1
C, MAIL THEFT, 8500 N FOREST BLVD, 12/13/2018, P1
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 5500 W SARAH CT, 12/15/2018, P1
C, ASSAULT 2D, 4100 N ADAMS ST, 12/11/2018, P1
C, BURGLARY 2D GARAGE, 500 W GLASS AVE, 12/10/2018, P1
C, BURGLARY-RESIDENTIAL, 1500 W PROVIDENCE AVE, 12/15/2018, P1
C, THEFT OF MOTOR VEHICLE, 4600 N WALNUT ST, 12/9/2018, P1
C, THEFT 2D FROM BUILDING, 1500 W PROVIDENCE AVE, 12/15/2018, P1
C, THEFT 3D ALL OTHER, 900 W KIERNAN AVE, 12/13/2018, P1
C, THEFT 3D ALL OTHER, 4200 N MADISON ST, 12/14/2018, P1
C, THEFT 3D FROM BUILDING, 1000 W GARLAND AVE, 12/13/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 4800 N POST ST, 12/9/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 4100 N HAWTHORNE ST, 12/13/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 3800 N DIVISION ST, 12/15/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 3700 N CALISPEL ST, 12/15/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 4700 N DIVISION ST, 12/15/2018, P1
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 12/11/2018, P1
C, THEFT CITY FROM MOTOR VEHICLE, 4600 N WALNUT ST, 12/9/2018, P1
C, BURGLARY 2D GARAGE, 3600 W PRINCETON AVE, 12/13/2018, P1
C, BURGLARY 2D GARAGE, 3400 W NORTHWEST BLVD, 12/14/2018, P1
C, BURGLARY-RESIDENTIAL, 5200 W LYONS AVE, 12/11/2018, P1
A, BURGLARY-RESIDENTIAL, 3000 W WALTON AVE, 12/11/2018, P1
C, MAIL THEFT, 3200 W GRACE AVE, 12/12/2018, P1
C, MAIL THEFT, 3300 W KIERNAN AVE, 12/12/2018, P1
C, MAIL THEFT FROM A BUILDING, 2100 W GLASS AVE, 12/10/2018, P1
C, THEFT OF MOTOR VEHICLE, 3600 W PRINCETON AVE, 12/13/2018, P1
C, THEFT OF MOTOR VEHICLE, 2500 W EUCLID AVE, 12/13/2018, P1
C, THEFT OF MOTOR VEHICLE, 3900 W HOFFMAN AVE, 12/13/2018, P1
C, THEFT OF MOTOR VEHICLE, 4000 W HEROY AVE, 12/13/2018, P1
C, THEFT OF MOTOR VEHICLE, 2300 W WELLESLEY AVE, 12/14/2018, P1
