"","V1","ac","district","date","address","offense","year","num.month","num.week"
"1080","C RESIDENTIAL BURGLARY 3700 N COOK ST 7/9/2019 P4","C","P4",2019-07-09,"3700 N COOK ST","RESIDENTIAL BURGLARY","2019","07","27"
"1081","C ROBBERY 1D PERSON 3900 N MARKET ST 7/12/2019 P4","C","P4",2019-07-12,"3900 N MARKET ST","ROBBERY 1D PERSON","2019","07","27"
"1082","C THEFT 2D FROM BUILDING 1800 E DALTON AVE 7/9/2019 P4","C","P4",2019-07-09,"1800 E DALTON AVE","THEFT 2D FROM BUILDING","2019","07","27"
"1083","C THEFT 2D FROM BUILDING 2900 N LACEY ST 7/10/2019 P4","C","P4",2019-07-10,"2900 N LACEY ST","THEFT 2D FROM BUILDING","2019","07","27"
"1084","C THEFT 2D FROM BUILDING 4100 N COOK ST 7/11/2019 P4","C","P4",2019-07-11,"4100 N COOK ST","THEFT 2D FROM BUILDING","2019","07","27"
"1085","C THEFT 2D FROM MOTOR VEHICLE 2700 N MARKET ST 7/12/2019 P4","C","P4",2019-07-12,"2700 N MARKET ST","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"1086","C THEFT 3D ALL OTHER 3900 N MARKET ST 7/11/2019 P4","C","P4",2019-07-11,"3900 N MARKET ST","THEFT 3D ALL OTHER","2019","07","27"
"1087","C THEFT 3D FROM MOTOR VEHICLE 2300 E EUCLID AVE 7/8/2019 P4","C","P4",2019-07-08,"2300 E EUCLID AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1088","C THEFT 3D VEHICLE PARTS AND ACCESSORIES 4000 N STONE ST 7/7/2019 P4","C","P4",2019-07-07,"4000 N STONE ST","THEFT 3D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"1089","C THEFT 3D VEHICLE PARTS AND ACCESSORIES 2300 E EUCLID AVE 7/8/2019 P4","C","P4",2019-07-08,"2300 E EUCLID AVE","THEFT 3D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"1090","C THEFT OF MOTOR VEHICLE 1600 E GORDON AVE 7/11/2019 P4","C","P4",2019-07-11,"1600 E GORDON AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"1091",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092","C ASSAULT 1D 6100 N MARKET ST 7/12/2019 P4","C","P4",2019-07-12,"6100 N MARKET ST","ASSAULT 1D","2019","07","27"
"1093","C ASSAULT 2D N MARKET ST / E GARLAND AVE 7/9/2019 P4","C","P4",2019-07-09,"N MARKET ST / E GARLAND AVE","ASSAULT 2D","2019","07","27"
"1094","C BURGLARY 2D COMMERCIAL 4200 E QUEEN AVE 7/8/2019 P4","C","P4",2019-07-08,"4200 E QUEEN AVE","BURGLARY 2D COMMERCIAL","2019","07","27"
"1095","C BURGLARY 2D FENCED AREA 3100 E WABASH AVE 7/10/2019 P4","C","P4",2019-07-10,"3100 E WABASH AVE","BURGLARY 2D FENCED AREA","2019","07","27"
"1096",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","C THEFT 2D ALL OTHER 2700 E JOSEPH AVE 7/7/2019 P4","C","P4",2019-07-07,"2700 E JOSEPH AVE","THEFT 2D ALL OTHER","2019","07","27"
"1098","C THEFT 3D ALL OTHER 2600 E DIAMOND AVE 7/7/2019 P4","C","P4",2019-07-07,"2600 E DIAMOND AVE","THEFT 3D ALL OTHER","2019","07","27"
"1099","C THEFT 3D ALL OTHER 4800 E VALLEY SPRINGS RD 7/8/2019 P4","C","P4",2019-07-08,"4800 E VALLEY SPRINGS","THEFT 3D ALL OTHER","2019","07","27"
"1100","C THEFT 3D ALL OTHER 4700 N SMITH ST 7/9/2019 P4","C","P4",2019-07-09,"4700 N SMITH ST","THEFT 3D ALL OTHER","2019","07","27"
"1101","C THEFT 3D ALL OTHER 2900 E OLYMPIC AVE 7/11/2019 P4","C","P4",2019-07-11,"2900 E OLYMPIC AVE","THEFT 3D ALL OTHER","2019","07","27"
"1102","C THEFT 3D CITY ALL OTHER 6000 N REGAL ST 7/8/2019 P4","C","P4",2019-07-08,"6000 N REGAL ST","THEFT 3D CITY ALL OTHER","2019","07","27"
"1103","C THEFT 3D FROM BUILDING 5200 N FLORIDA ST 7/12/2019 P4","C","P4",2019-07-12,"5200 N FLORIDA ST","THEFT 3D FROM BUILDING","2019","07","27"
"1104","A THEFT 3D FROM MOTOR VEHICLE 3600 E NEBRASKA AVE 7/10/2019 P4","A","P4",2019-07-10,"3600 E NEBRASKA AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1105","C THEFT OF MOTOR VEHICLE 3100 E WABASH AVE 7/10/2019 P4","C","P4",2019-07-10,"3100 E WABASH AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"1106","C THEFT OF MOTOR VEHICLE N CRESTLINE ST / E DALKE AVE 7/11/2019 P4","C","P4",2019-07-11,"N CRESTLINE ST / E DALKE AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"1107",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","C BURGLARY 2D GARAGE 800 E INDIANA AVE 7/8/2019 P4","C","P4",2019-07-08,"800 E INDIANA AVE","BURGLARY 2D GARAGE","2019","07","27"
"1109","C RESIDENTIAL BURGLARY 800 E MISSION AVE 7/7/2019 P4","C","P4",2019-07-07,"800 E MISSION AVE","RESIDENTIAL BURGLARY","2019","07","27"
"1110","C RESIDENTIAL BURGLARY 400 E AUGUSTA AVE 7/10/2019 P4","C","P4",2019-07-10,"400 E AUGUSTA AVE","RESIDENTIAL BURGLARY","2019","07","27"
"1111","C TAKING MOTOR VEHICLE WITHOUT PERMISSION 2D 900 E MISSION AVE 7/12/2019 P4","C","P4",2019-07-12,"900 E MISSION AVE","TAKING MOTOR VEHICLE WITHOUT PERMISSION 2D","2019","07","27"
"1112","C THEFT 1D ALL OTHER 600 N RIVERPOINT BLVD 7/11/2019 P4","C","P4",2019-07-11,"600 N RIVERPOINT BLVD","THEFT 1D ALL OTHER","2019","07","27"
"1113","C THEFT 2D FROM MOTOR VEHICLE 500 E FAIRVIEW AVE 7/12/2019 P4","C","P4",2019-07-12,"500 E FAIRVIEW AVE","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"1114","C THEFT 3D ALL OTHER 700 E CATALDO AVE 7/8/2019 P4","C","P4",2019-07-08,"700 E CATALDO AVE","THEFT 3D ALL OTHER","2019","07","27"
"1115","C THEFT 3D ALL OTHER 700 N DIVISION ST 7/8/2019 P4","C","P4",2019-07-08,"700 N DIVISION ST","THEFT 3D ALL OTHER","2019","07","27"
"1116","C THEFT 3D ALL OTHER E MISSION AVE / N CINCINNATI ST 7/9/2019 P1","C","P1",2019-07-09,"E MISSION AVE / N CINCINNATI ST","THEFT 3D ALL OTHER","2019","07","27"
"1117","C THEFT 3D ALL OTHER 1500 E ILLINOIS AVE 7/11/2019 P4","C","P4",2019-07-11,"1500 E ILLINOIS AVE","THEFT 3D ALL OTHER","2019","07","27"
"1118","C THEFT 3D ALL OTHER N DIVISION ST / E INDIANA AVE 7/12/2019 P2","C","P2",2019-07-12,"N DIVISION ST / E INDIANA AVE","THEFT 3D ALL OTHER","2019","07","27"
"1119","C THEFT 3D ALL OTHER 1000 E BALDWIN AVE 7/12/2019 P4","C","P4",2019-07-12,"1000 E BALDWIN AVE","THEFT 3D ALL OTHER","2019","07","27"
"1120","C THEFT 3D CITY FROM BUILDING 700 E CATALDO AVE 7/13/2019 P4","C","P4",2019-07-13,"700 E CATALDO AVE","THEFT 3D CITY FROM BUILDING","2019","07","27"
"1121","C THEFT 3D CITY SHOPLIFTING 900 E MISSION AVE 7/9/2019 P4","C","P4",2019-07-09,"900 E MISSION AVE","THEFT 3D CITY SHOPLIFTING","2019","07","27"
"1122","C THEFT 3D FROM BUILDING 1200 E NORA AVE 7/7/2019 P4","C","P4",2019-07-07,"1200 E NORA AVE","THEFT 3D FROM BUILDING","2019","07","27"
"1123","C THEFT 3D FROM BUILDING 1700 N HAMILTON ST 7/8/2019 P4","C","P4",2019-07-08,"1700 N HAMILTON ST","THEFT 3D FROM BUILDING","2019","07","27"
"1124","C THEFT 3D FROM BUILDING 200 E INDIANA AVE 7/10/2019 P4","C","P4",2019-07-10,"200 E INDIANA AVE","THEFT 3D FROM BUILDING","2019","07","27"
"1125","C THEFT 3D FROM BUILDING 100 E MISSION AVE 7/13/2019 P4","C","P4",2019-07-13,"100 E MISSION AVE","THEFT 3D FROM BUILDING","2019","07","27"
"1126","C THEFT 3D FROM MOTOR VEHICLE 2700 N PERRY ST 7/7/2019 P4","C","P4",2019-07-07,"2700 N PERRY ST","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1127","C THEFT 3D FROM MOTOR VEHICLE 1000 N DIVISION ST 7/7/2019 P4","C","P4",2019-07-07,"1000 N DIVISION ST","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1128","C THEFT 3D FROM MOTOR VEHICLE 1000 E BOONE AVE 7/10/2019 P4","C","P4",2019-07-10,"1000 E BOONE AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1129","C THEFT 3D SHOPLIFTING 1700 N DIVISION ST 7/8/2019 P4","C","P4",2019-07-08,"1700 N DIVISION ST","THEFT 3D SHOPLIFTING","2019","07","27"
"1130","C THEFT 3D SHOPLIFTING 2000 N HAMILTON ST 7/8/2019 P4","C","P4",2019-07-08,"2000 N HAMILTON ST","THEFT 3D SHOPLIFTING","2019","07","27"
"1131","C THEFT 3D SHOPLIFTING 1700 N DIVISION ST 7/10/2019 P4","C","P4",2019-07-10,"1700 N DIVISION ST","THEFT 3D SHOPLIFTING","2019","07","27"
"1132","C THEFT 3D SHOPLIFTING 1700 N DIVISION ST 7/13/2019 P4","C","P4",2019-07-13,"1700 N DIVISION ST","THEFT 3D SHOPLIFTING","2019","07","27"
"1133","C THEFT OF MOTOR VEHICLE 1200 E CARLISLE AVE 7/7/2019 P4","C","P4",2019-07-07,"1200 E CARLISLE AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"1134","C THEFT OF MOTOR VEHICLE N RUBY ST / E ERMINA AVE 7/8/2019 P2","C","P2",2019-07-08,"N RUBY ST / E ERMINA AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"1135","C THEFT OF MOTOR VEHICLE 200 E MISSION AVE 7/10/2019 P2","C","P2",2019-07-10,"200 E MISSION AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"1136","C THEFT OF MOTOR VEHICLE 400 E AUGUSTA AVE 7/10/2019 P4","C","P4",2019-07-10,"400 E AUGUSTA AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"1137","C THEFT OF MOTOR VEHICLE 3000 N WISCOMB ST 7/12/2019 P4","C","P4",2019-07-12,"3000 N WISCOMB ST","THEFT OF MOTOR VEHICLE","2019","07","27"
"1138","C THEFT OF MOTOR VEHICLE 100 E NORA AVE 7/13/2019 P3","C","P3",2019-07-13,"100 E NORA AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"1139",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","C BURGLARY 2D GARAGE 3100 E EUCLID AVE 7/7/2019 P4","C","P4",2019-07-07,"3100 E EUCLID AVE","BURGLARY 2D GARAGE","2019","07","27"
"1141","C ROBBERY 1D PERSON 4200 E FREDERICK AVE 7/10/2019 P4","C","P4",2019-07-10,"4200 E FREDERICK AVE","ROBBERY 1D PERSON","2019","07","27"
"1142","C THEFT 3D VEHICLE PARTS AND ACCESSORIES 3500 E JACKSON AVE 7/9/2019 P4","C","P4",2019-07-09,"3500 E JACKSON AVE","THEFT 3D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"1143","C ASSAULT 1D N DIVISION ST / W RIVERSIDE AVE 7/13/2019 P8","C","P8",2019-07-13,"N DIVISION ST / W RIVERSIDE AVE","ASSAULT 1D","2019","07","27"
"1144","C ASSAULT 3D WEAPON OR NEGLIGENT INJURY 900 E 2ND AVE 7/8/2019 P6","C","P6",2019-07-08,"900 E 2ND AVE","ASSAULT 3D","2019","07","27"
"1145","C BURGLARY 2D COMMERCIAL 800 E SPRAGUE AVE 7/8/2019 P5","C","P5",2019-07-08,"800 E SPRAGUE AVE","BURGLARY 2D COMMERCIAL","2019","07","27"
"1146","C RAPE 3D 7/9/2019 P5","C","P5",2019-07-09,NA,"RAPE 3D","2019","07","27"
"1147","C RESIDENTIAL BURGLARY 2700 E 3RD AVE 7/10/2019 P6","C","P6",2019-07-10,"2700 E 3RD AVE","RESIDENTIAL BURGLARY","2019","07","27"
"1148","C ROBBERY 1D PERSON 300 S THOR ST 7/11/2019 P6","C","P6",2019-07-11,"300 S THOR ST","ROBBERY 1D PERSON","2019","07","27"
"1149","C THEFT 1D ALL OTHER 1400 E SPRAGUE AVE 7/8/2019 P6","C","P6",2019-07-08,"1400 E SPRAGUE AVE","THEFT 1D ALL OTHER","2019","07","27"
"1150","C THEFT 2D FROM MOTOR VEHICLE 2800 E 4TH AVE 7/9/2019 P5","C","P5",2019-07-09,"2800 E 4TH AVE","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"1151","C THEFT 2D VEHICLE PARTS AND ACCESSORIES 2000 E SPRAGUE AVE 7/9/2019 P5","C","P5",2019-07-09,"2000 E SPRAGUE AVE","THEFT 2D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"1152","C THEFT 3D ALL OTHER 500 S HAVEN ST 7/7/2019 P5","C","P5",2019-07-07,"500 S HAVEN ST","THEFT 3D ALL OTHER","2019","07","27"
"1153","C THEFT 3D ALL OTHER 1600 E PACIFIC AVE 7/8/2019 P5","C","P5",2019-07-08,"1600 E PACIFIC AVE","THEFT 3D ALL OTHER","2019","07","27"
"1154","C THEFT 3D ALL OTHER 100 E PACIFIC AVE 7/8/2019 P5","C","P5",2019-07-08,"100 E PACIFIC AVE","THEFT 3D ALL OTHER","2019","07","27"
"1155","C THEFT 3D ALL OTHER 100 S DIVISION ST 7/12/2019 P8","C","P8",2019-07-12,"100 S DIVISION ST","THEFT 3D ALL OTHER","2019","07","27"
"1156","C THEFT 3D FROM BUILDING 200 E 5TH AVE 7/9/2019 P5","C","P5",2019-07-09,"200 E 5TH AVE","THEFT 3D FROM BUILDING","2019","07","27"
"1157","C THEFT 3D FROM BUILDING 2700 E 3RD AVE 7/10/2019 P6","C","P6",2019-07-10,"2700 E 3RD AVE","THEFT 3D FROM BUILDING","2019","07","27"
"1158","C THEFT 3D FROM MOTOR VEHICLE 2400 E 4TH AVE 7/7/2019 P5","C","P5",2019-07-07,"2400 E 4TH AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1159","A THEFT 3D FROM MOTOR VEHICLE 4000 E 6TH AVE 7/9/2019 P5","A","P5",2019-07-09,"4000 E 6TH AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1160","C THEFT 3D FROM MOTOR VEHICLE 3900 E 6TH AVE 7/9/2019 P5","C","P5",2019-07-09,"3900 E 6TH AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1161","C THEFT 3D FROM MOTOR VEHICLE 3900 E 9TH AVE 7/9/2019 P6","C","P6",2019-07-09,"3900 E 9TH AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1162","A THEFT 3D FROM MOTOR VEHICLE 1500 E 10TH AVE 7/11/2019 P5","A","P5",2019-07-11,"1500 E 10TH AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1163","A THEFT 3D FROM MOTOR VEHICLE 3800 E 6TH AVE 7/12/2019 P5","A","P5",2019-07-12,"3800 E 6TH AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1164","A THEFT 3D FROM MOTOR VEHICLE 3800 E 6TH AVE 7/12/2019 P5","A","P5",2019-07-12,"3800 E 6TH AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1165","C THEFT 3D FROM MOTOR VEHICLE 100 S FREYA ST 7/13/2019 P5","C","P5",2019-07-13,"100 S FREYA ST","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1166","C THEFT 3D VEHICLE PARTS AND ACCESSORIES 1100 E 12TH AVE 7/9/2019 P6","C","P6",2019-07-09,"1100 E 12TH AVE","THEFT 3D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"1167","C THEFT 3D VEHICLE PARTS AND ACCESSORIES 2800 E 4TH AVE 7/9/2019 P5","C","P5",2019-07-09,"2800 E 4TH AVE","THEFT 3D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"1168","C THEFT 3D VEHICLE PARTS AND ACCESSORIES 2600 E RIVERSIDE AVE 7/12/2019 P5","C","P5",2019-07-12,"2600 E RIVERSIDE AVE","THEFT 3D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"1169","C THEFT OF A FIREARM FROM MOTOR VEHICLE 3800 E 6TH AVE 7/11/2019 P5","C","P5",2019-07-11,"3800 E 6TH AVE","THEFT OF A FIREARM FROM MOTOR VEHICLE","2019","07","27"
"1170","A THEFT OF MOTOR VEHICLE 2800 E 4TH AVE 7/9/2019 P5","A","P5",2019-07-09,"2800 E 4TH AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"1171",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","C ASSAULT 4D WEAPON 1300 N NAPA ST 7/7/2019 P5","C","P5",2019-07-07,"1300 N NAPA ST","ASSAULT 4D","2019","07","27"
"1173","A RAPE 2D 7/11/2019 P6","A","P6",2019-07-11,NA,"RAPE 2D","2019","07","27"
"1174","A ROBBERY 1D PERSON N HELENA ST / E SPRINGFIELD AVE 7/11/2019 P6","A","P6",2019-07-11,"N HELENA ST / E SPRINGFIELD AVE","ROBBERY 1D PERSON","2019","07","27"
"1175","C THEFT 2D FROM BUILDING 2700 E SHARP AVE 7/9/2019 P5","C","P5",2019-07-09,"2700 E SHARP AVE","THEFT 2D FROM BUILDING","2019","07","27"
"1176","C THEFT 2D VEHICLE PARTS AND ACCESSORIES 1400 N GREENE ST 7/10/2019 P5","C","P5",2019-07-10,"1400 N GREENE ST","THEFT 2D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"1177","C THEFT 3D ALL OTHER 1500 N GREENE ST 7/7/2019 P5","C","P5",2019-07-07,"1500 N GREENE ST","THEFT 3D ALL OTHER","2019","07","27"
"1178","C THEFT 3D ALL OTHER 4300 E TRENT AVE 7/7/2019 P5","C","P5",2019-07-07,"4300 E TRENT AVE","THEFT 3D ALL OTHER","2019","07","27"
"1179","C THEFT 3D ALL OTHER 5400 E COMMERCE AVE 7/10/2019 P5","C","P5",2019-07-10,"5400 E COMMERCE AVE","THEFT 3D ALL OTHER","2019","07","27"
"1180","C THEFT 3D ALL OTHER 2600 E MARSHALL AVE 7/11/2019 P5","C","P5",2019-07-11,"2600 E MARSHALL AVE","THEFT 3D ALL OTHER","2019","07","27"
"1181","C THEFT 3D ALL OTHER 5800 E RUTTER AVE 7/12/2019 P5","C","P5",2019-07-12,"5800 E RUTTER AVE","THEFT 3D ALL OTHER","2019","07","27"
"1182","C THEFT 3D FROM BUILDING 2300 E MALLON AVE 7/11/2019 P5","C","P5",2019-07-11,"2300 E MALLON AVE","THEFT 3D FROM BUILDING","2019","07","27"
"1183","C THEFT 3D FROM MOTOR VEHICLE 5500 E UNION AVE 7/9/2019 P5","C","P5",2019-07-09,"5500 E UNION AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1184","C THEFT 3D FROM MOTOR VEHICLE 2600 E MARSHALL AVE 7/11/2019 P5","C","P5",2019-07-11,"2600 E MARSHALL AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1185","C THEFT 3D FROM MOTOR VEHICLE 5500 E PARKWATER AVE 7/12/2019 P5","C","P5",2019-07-12,"5500 E PARKWATER AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1186","C THEFT 3D VEHICLE PARTS AND ACCESSORIES 1900 E BOONE AVE 7/7/2019 P5","C","P5",2019-07-07,"1900 E BOONE AVE","THEFT 3D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"1187","C BURGLARY 2D COMMERCIAL 2600 E 29TH AVE 7/13/2019 P6","C","P6",2019-07-13,"2600 E 29TH AVE","BURGLARY 2D COMMERCIAL","2019","07","27"
"1188","A BURGLARY 2D GARAGE 3100 E 32ND AVE 7/8/2019 P6","A","P6",2019-07-08,"3100 E 32ND AVE","BURGLARY 2D GARAGE","2019","07","27"
"1189","C BURGLARY 2D GARAGE 3400 E 32ND AVE 7/11/2019 P6","C","P6",2019-07-11,"3400 E 32ND AVE","BURGLARY 2D GARAGE","2019","07","27"
"1190","C RAPE 3D 7/10/2019 P6","C","P6",2019-07-10,NA,"RAPE 3D","2019","07","27"
"1191","C RESIDENTIAL BURGLARY 1900 S MYRTLE ST 7/7/2019 P6","C","P6",2019-07-07,"1900 S MYRTLE ST","RESIDENTIAL BURGLARY","2019","07","27"
"1192","C RESIDENTIAL BURGLARY 1400 E 30TH AVE 7/8/2019 P6","C","P6",2019-07-08,"1400 E 30TH AVE","RESIDENTIAL BURGLARY","2019","07","27"
"1193","C THEFT 2D ALL OTHER 2400 E 34TH CT 7/10/2019 P6","C","P6",2019-07-10,"2400 E 34TH CT","THEFT 2D ALL OTHER","2019","07","27"
"1194","C THEFT 3D ALL OTHER 3800 E 28TH AVE 7/8/2019 P5","C","P5",2019-07-08,"3800 E 28TH AVE","THEFT 3D ALL OTHER","2019","07","27"
"1195","C THEFT 3D ALL OTHER 3900 E 30TH AVE 7/13/2019 P6","C","P6",2019-07-13,"3900 E 30TH AVE","THEFT 3D ALL OTHER","2019","07","27"
"1196","C THEFT 3D CITY SHOPLIFTING 2900 E 29TH AVE 7/12/2019 P6","C","P6",2019-07-12,"2900 E 29TH AVE","THEFT 3D CITY SHOPLIFTING","2019","07","27"
"1197","C THEFT 3D FROM MOTOR VEHICLE 2600 E 14TH AVE 7/7/2019 P6","C","P6",2019-07-07,"2600 E 14TH AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1198","C THEFT 3D FROM MOTOR VEHICLE 2200 S REBECCA ST 7/12/2019 P6","C","P6",2019-07-12,"2200 S REBECCA ST","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1199","C THEFT 3D FROM MOTOR VEHICLE 1500 E 15TH AVE 7/13/2019 P6","C","P6",2019-07-13,"1500 E 15TH AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1200","C THEFT 3D SHOPLIFTING 2900 E 29TH AVE 7/12/2019 P6","C","P6",2019-07-12,"2900 E 29TH AVE","THEFT 3D SHOPLIFTING","2019","07","27"
"1201","C THEFT 3D VEHICLE PARTS AND ACCESSORIES 3000 E 16TH AVE 7/8/2019 P6","C","P6",2019-07-08,"3000 E 16TH AVE","THEFT 3D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"1202","C THEFT OF A FIREARM FROM MOTOR VEHICLE 3200 E 35TH AVE 7/11/2019 P6","C","P6",2019-07-11,"3200 E 35TH AVE","THEFT OF A FIREARM FROM MOTOR VEHICLE","2019","07","27"
"1203",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","C THEFT 2D FROM MOTOR VEHICLE 700 E 20TH AVE 7/13/2019 P6","C","P6",2019-07-13,"700 E 20TH AVE","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"1205","C THEFT 3D FROM MOTOR VEHICLE 900 E 16TH AVE 7/10/2019 P6","C","P6",2019-07-10,"900 E 16TH AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1206","A THEFT 3D FROM MOTOR VEHICLE 500 E 18TH AVE 7/10/2019 P6","A","P6",2019-07-10,"500 E 18TH AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1207","C THEFT 3D FROM MOTOR VEHICLE 1100 E CHRISTMAS TREE LN 7/13/2019 P6","C","P6",2019-07-13,"1100 E CHRISTMAS TREE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1208",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","C THEFT 2D ALL OTHER 3900 E 48TH AVE 7/7/2019 P6","C","P6",2019-07-07,"3900 E 48TH AVE","THEFT 2D ALL OTHER","2019","07","27"
"1210","C THEFT 2D ALL OTHER 3900 E 48TH AVE 7/10/2019 P6","C","P6",2019-07-10,"3900 E 48TH AVE","THEFT 2D ALL OTHER","2019","07","27"
"1211","C THEFT 3D ALL OTHER 3200 E 44TH AVE 7/13/2019 P6","C","P6",2019-07-13,"3200 E 44TH AVE","THEFT 3D ALL OTHER","2019","07","27"
"1212","A THEFT 3D FROM MOTOR VEHICLE 4200 S LEE ST 7/7/2019 P6","A","P6",2019-07-07,"4200 S LEE ST","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1213","A THEFT 3D FROM MOTOR VEHICLE 3200 E 55TH AVE 7/8/2019 P6","A","P6",2019-07-08,"3200 E 55TH AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1214","C THEFT 3D FROM MOTOR VEHICLE 3900 E 48TH AVE 7/10/2019 P6","C","P6",2019-07-10,"3900 E 48TH AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1215","A THEFT 3D FROM MOTOR VEHICLE 3300 E 55TH AVE 7/11/2019 P6","A","P6",2019-07-11,"3300 E 55TH AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1216","C THEFT 3D FROM MOTOR VEHICLE 4900 S REGAL ST 7/11/2019 P6","C","P6",2019-07-11,"4900 S REGAL ST","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1217","C THEFT 3D VEHICLE PARTS AND ACCESSORIES 2700 E 53RD AVE 7/12/2019 P6","C","P6",2019-07-12,"2700 E 53RD AVE","THEFT 3D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"1218","C RESIDENTIAL BURGLARY 122 W BLK HIGH DR 7/13/2019 P7","C","P7",2019-07-13,"122 W BLK HIGH","RESIDENTIAL BURGLARY","2019","07","27"
"1219","C THEFT 3D FROM BUILDING 122 W BLK HIGH DR 7/13/2019 P7","C","P7",2019-07-13,"122 W BLK HIGH","THEFT 3D FROM BUILDING","2019","07","27"
"1220",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","C RESIDENTIAL BURGLARY 1700 W PACIFIC AVE 7/7/2019 P7","C","P7",2019-07-07,"1700 W PACIFIC AVE","RESIDENTIAL BURGLARY","2019","07","27"
"1222","C THEFT 1D VEHICLE PARTS AND ACCESSORIES 100 S MAPLE ST 7/12/2019 P7","C","P7",2019-07-12,"100 S MAPLE ST","THEFT 1D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"1223","C THEFT 2D FROM BUILDING 1700 W PACIFIC AVE 7/7/2019 P7","C","P7",2019-07-07,"1700 W PACIFIC AVE","THEFT 2D FROM BUILDING","2019","07","27"
"1224","C THEFT 2D FROM MOTOR VEHICLE 2000 W 4TH AVE 7/8/2019 P7","C","P7",2019-07-08,"2000 W 4TH AVE","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"1225","C THEFT 3D FROM MOTOR VEHICLE 2200 W PACIFIC AVE 7/13/2019 P7","C","P7",2019-07-13,"2200 W PACIFIC AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1226","C THEFT 3D VEHICLE PARTS AND ACCESSORIES 2200 W PACIFIC AVE 7/13/2019 P7","C","P7",2019-07-13,"2200 W PACIFIC AVE","THEFT 3D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"1227",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","C MAIL THEFT 300 W 8TH AVE 7/9/2019 P7","C","P7",2019-07-09,"300 W 8TH AVE","MAIL THEFT","2019","07","27"
