"","V1","ac","district","date","address","offense","year","num.month","num.week"
"929","C THEFT 3D SHOPLIFTING 1800 W FRANCIS AVE 7/12/2019 P1","C","P1",2019-07-12,"1800 W FRANCIS AVE","THEFT 3D SHOPLIFTING","2019","07","27"
"930","C THEFT 3D VEHICLE PARTS AND ACCESSORIES 1800 W FRANCIS AVE 7/7/2019 P1","C","P1",2019-07-07,"1800 W FRANCIS AVE","THEFT 3D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"931","C THEFT OF A FIREARM FROM MOTOR VEHICLE 2000 W FRANCIS AVE 7/9/2019 P1","C","P1",2019-07-09,"2000 W FRANCIS AVE","THEFT OF A FIREARM FROM MOTOR VEHICLE","2019","07","27"
"932",NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","C THEFT 3D FROM BUILDING 9200 N OAK ST 7/9/2019 P1","C","P1",2019-07-09,"9200 N OAK ST","THEFT 3D FROM BUILDING","2019","07","27"
"934","A THEFT OF MOTOR VEHICLE 7100 N WALNUT CT 7/13/2019 P1","A","P1",2019-07-13,"7100 N WALNUT CT","THEFT OF MOTOR VEHICLE","2019","07","27"
"935",NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","C THEFT 3D ALL OTHER 5400 W BARNES RD 7/8/2019 P1","C","P1",2019-07-08,"5400 W BARNES RD","THEFT 3D ALL OTHER","2019","07","27"
"937",NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","C ASSAULT 2D 3900 N ADAMS ST 7/9/2019 P1","C","P1",2019-07-09,"3900 N ADAMS ST","ASSAULT 2D","2019","07","27"
"939","C ASSAULT 2D 700 W CORA AVE 7/9/2019 P2","C","P2",2019-07-09,"700 W CORA AVE","ASSAULT 2D","2019","07","27"
"940","C BURGLARY 2D COMMERCIAL 4500 N DIVISION ST 7/11/2019 P1","C","P1",2019-07-11,"4500 N DIVISION ST","BURGLARY 2D COMMERCIAL","2019","07","27"
"941","C BURGLARY 2D GARAGE 4100 N POST ST 7/9/2019 P1","C","P1",2019-07-09,"4100 N POST ST","BURGLARY 2D GARAGE","2019","07","27"
"942","C BURGLARY 2D GARAGE 5100 N MAPLE ST 7/12/2019 P1","C","P1",2019-07-12,"5100 N MAPLE ST","BURGLARY 2D GARAGE","2019","07","27"
"943","C MAIL THEFT 4000 N MADISON ST 7/12/2019 P1","C","P1",2019-07-12,"4000 N MADISON ST","MAIL THEFT","2019","07","27"
"944","A RESIDENTIAL BURGLARY 6100 N WASHINGTON ST 7/7/2019 P3","A","P3",2019-07-07,"6100 N WASHINGTON ST","RESIDENTIAL BURGLARY","2019","07","27"
"945","C THEFT 2D FROM MOTOR VEHICLE 4400 N WHITEHOUSE ST 7/12/2019 P1","C","P1",2019-07-12,"4400 N WHITEHOUSE ST","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"946","C THEFT 3D ALL OTHER 4700 N HAWTHORNE ST 7/7/2019 P1","C","P1",2019-07-07,"4700 N HAWTHORNE ST","THEFT 3D ALL OTHER","2019","07","27"
"947","C THEFT 3D ALL OTHER 500 W GORDON AVE 7/7/2019 P1","C","P1",2019-07-07,"500 W GORDON AVE","THEFT 3D ALL OTHER","2019","07","27"
"948","C THEFT 3D ALL OTHER 5300 N WASHINGTON ST 7/9/2019 P1","C","P1",2019-07-09,"5300 N WASHINGTON ST","THEFT 3D ALL OTHER","2019","07","27"
"949","C THEFT 3D ALL OTHER 4500 N DIVISION ST 7/11/2019 P1","C","P1",2019-07-11,"4500 N DIVISION ST","THEFT 3D ALL OTHER","2019","07","27"
"950","C THEFT 3D ALL OTHER 4700 N DIVISION ST 7/13/2019 P1","C","P1",2019-07-13,"4700 N DIVISION ST","THEFT 3D ALL OTHER","2019","07","27"
"951","C THEFT 3D FROM MOTOR VEHICLE 1400 W GLASS AVE 7/10/2019 P1","C","P1",2019-07-10,"1400 W GLASS AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"952","C THEFT 3D FROM MOTOR VEHICLE 4100 N MADISON ST 7/11/2019 P1","C","P1",2019-07-11,"4100 N MADISON ST","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"953","C THEFT 3D FROM MOTOR VEHICLE 900 W GARLAND AVE 7/11/2019 P1","C","P1",2019-07-11,"900 W GARLAND AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"954","C THEFT 3D FROM MOTOR VEHICLE 900 W GARLAND AVE 7/11/2019 P1","C","P1",2019-07-11,"900 W GARLAND AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"955","C THEFT 3D SHOPLIFTING 3600 N DIVISION ST 7/8/2019 P1","C","P1",2019-07-08,"3600 N DIVISION ST","THEFT 3D SHOPLIFTING","2019","07","27"
"956","C THEFT 3D SHOPLIFTING 3800 N MONROE ST 7/11/2019 P1","C","P1",2019-07-11,"3800 N MONROE ST","THEFT 3D SHOPLIFTING","2019","07","27"
"957","C THEFT OF MOTOR VEHICLE 4600 N HAWTHORNE ST 7/10/2019 P1","C","P1",2019-07-10,"4600 N HAWTHORNE ST","THEFT OF MOTOR VEHICLE","2019","07","27"
"958",NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","C RESIDENTIAL BURGLARY 5400 W MANOR CREST ST 7/10/2019 P1","C","P1",2019-07-10,"5400 W MANOR CREST","RESIDENTIAL BURGLARY","2019","07","27"
"960","C THEFT 1D ALL OTHER 5400 W MANOR CREST ST 7/10/2019 P1","C","P1",2019-07-10,"5400 W MANOR CREST","THEFT 1D ALL OTHER","2019","07","27"
"961","C THEFT 2D ALL OTHER 7400 N TUCANNON ST 7/9/2019 P1","C","P1",2019-07-09,"7400 N TUCANNON ST","THEFT 2D ALL OTHER","2019","07","27"
"962","C THEFT 2D FROM MOTOR VEHICLE 4600 N AUBREY L WHITE PKWY 7/12/2019 P1","C","P1",2019-07-12,"4600 N AUBREY L","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"963","C THEFT 2D FROM MOTOR VEHICLE 3600 W LONGFELLOW AVE 7/12/2019 P1","C","P1",2019-07-12,"3600 W LONGFELLOW AVE","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"964","C THEFT 2D FROM MOTOR VEHICLE 2700 W GLASS AVE 7/12/2019 P1","C","P1",2019-07-12,"2700 W GLASS AVE","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"965","C THEFT 3D ALL OTHER 2600 W OLYMPIC AVE 7/10/2019 P1","C","P1",2019-07-10,"2600 W OLYMPIC AVE","THEFT 3D ALL OTHER","2019","07","27"
"966","C THEFT 3D ALL OTHER 5200 W MANOR CREST ST 7/11/2019 P1","C","P1",2019-07-11,"5200 W MANOR CREST","THEFT 3D ALL OTHER","2019","07","27"
"967","C THEFT 3D ALL OTHER 3000 N BELT ST 7/12/2019 P1","C","P1",2019-07-12,"3000 N BELT ST","THEFT 3D ALL OTHER","2019","07","27"
"968","C THEFT 3D FROM BUILDING 5300 W WOODSIDE AVE 7/13/2019 P1","C","P1",2019-07-13,"5300 W WOODSIDE AVE","THEFT 3D FROM BUILDING","2019","07","27"
"969","C THEFT 3D FROM MOTOR VEHICLE 3000 W WALTON AVE 7/8/2019 P1","C","P1",2019-07-08,"3000 W WALTON AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"970","C THEFT 3D FROM MOTOR VEHICLE 3800 W WELLESLEY AVE 7/8/2019 P1","C","P1",2019-07-08,"3800 W WELLESLEY AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"971","C THEFT 3D FROM MOTOR VEHICLE 2100 N HEMLOCK ST 7/11/2019 P1","C","P1",2019-07-11,"2100 N HEMLOCK ST","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"972","C THEFT 3D FROM MOTOR VEHICLE 2200 W GLASS AVE 7/12/2019 P1","C","P1",2019-07-12,"2200 W GLASS AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"973","C THEFT OF MOTOR VEHICLE N DRISCOLL BLVD / W ROWAN AVE 7/8/2019 P1","C","P1",2019-07-08,"N DRISCOLL BLVD / W ROWAN AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"974","C ASSAULT 2D 400 W WAVERLY PL 7/9/2019 P1","C","P1",2019-07-09,"400 W WAVERLY PL","ASSAULT 2D","2019","07","27"
"975","C ASSAULT 3D WEAPON OR NEGLIGENT INJURY 1600 W NORTHWEST BLVD 7/7/2019 P1","C","P1",2019-07-07,"1600 W NORTHWEST BLVD","ASSAULT 3D","2019","07","27"
"976","C BURGLARY 2D GARAGE 2600 N HOWARD ST 7/10/2019 P2","C","P2",2019-07-10,"2600 N HOWARD ST","BURGLARY 2D GARAGE","2019","07","27"
"977","C MALICIOUS HARASSMENT SERIOUS INJURY (HATE BIAS) 3000 N DIVISION ST 7/9/2019 P1","C","P1",2019-07-09,"3000 N DIVISION ST","MALICIOUS HARASSMENT SERIOUS INJURY (HATE BIAS)","2019","07","27"
"978","C RESIDENTIAL BURGLARY 1400 N ATLANTIC ST 7/7/2019 P2","C","P2",2019-07-07,"1400 N ATLANTIC ST","RESIDENTIAL BURGLARY","2019","07","27"
"979","C RESIDENTIAL BURGLARY 1500 W SHANNON AVE 7/10/2019 P1","C","P1",2019-07-10,"1500 W SHANNON AVE","RESIDENTIAL BURGLARY","2019","07","27"
"980","C RESIDENTIAL BURGLARY 400 W CARLISLE AVE 7/12/2019 P1","C","P1",2019-07-12,"400 W CARLISLE AVE","RESIDENTIAL BURGLARY","2019","07","27"
"981","C RESIDENTIAL BURGLARY 1700 W KNOX AVE 7/13/2019 P2","C","P2",2019-07-13,"1700 W KNOX AVE","RESIDENTIAL BURGLARY","2019","07","27"
"982","C THEFT 2D FROM MOTOR VEHICLE 200 W NORA AVE 7/8/2019 P2","C","P2",2019-07-08,"200 W NORA AVE","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"983","C THEFT 2D FROM MOTOR VEHICLE 3000 N DIVISION ST 7/11/2019 P2","C","P2",2019-07-11,"3000 N DIVISION ST","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"984","C THEFT 2D FROM MOTOR VEHICLE 1100 W CARLISLE AVE 7/12/2019 P2","C","P2",2019-07-12,"1100 W CARLISLE AVE","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"985","C THEFT 2D SHOPLIFTING 3200 N MONROE ST 7/8/2019 P2","C","P2",2019-07-08,"3200 N MONROE ST","THEFT 2D SHOPLIFTING","2019","07","27"
"986","C THEFT 3D ALL OTHER 2200 N ASH ST 7/8/2019 P2","C","P2",2019-07-08,"2200 N ASH ST","THEFT 3D ALL OTHER","2019","07","27"
"987","C THEFT 3D FROM MOTOR VEHICLE 600 W CARLISLE AVE 7/12/2019 P2","C","P2",2019-07-12,"600 W CARLISLE AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"988","C THEFT 3D SHOPLIFTING 1600 W NORTHWEST BLVD 7/7/2019 P1","C","P1",2019-07-07,"1600 W NORTHWEST BLVD","THEFT 3D SHOPLIFTING","2019","07","27"
"989","C THEFT 3D SHOPLIFTING 700 W BOONE AVE 7/8/2019 P2","C","P2",2019-07-08,"700 W BOONE AVE","THEFT 3D SHOPLIFTING","2019","07","27"
"990","C THEFT 3D VEHICLE PARTS AND ACCESSORIES 600 W CLEVELAND AVE 7/7/2019 P2","C","P2",2019-07-07,"600 W CLEVELAND AVE","THEFT 3D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"991","C THEFT 3D VEHICLE PARTS AND ACCESSORIES 2400 N DIVISION ST 7/8/2019 P2","C","P2",2019-07-08,"2400 N DIVISION ST","THEFT 3D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"992","C THEFT 3D VEHICLE PARTS AND ACCESSORIES 1500 N WASHINGTON ST 7/9/2019 P2","C","P2",2019-07-09,"1500 N WASHINGTON ST","THEFT 3D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"993","C THEFT OF MOTOR VEHICLE W SHARP AVE / N POST ST 7/8/2019 P1","C","P1",2019-07-08,"W SHARP AVE / N POST ST","THEFT OF MOTOR VEHICLE","2019","07","27"
"994","C THEFT OF MOTOR VEHICLE 2600 N WALNUT ST 7/10/2019 P2","C","P2",2019-07-10,"2600 N WALNUT ST","THEFT OF MOTOR VEHICLE","2019","07","27"
"995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","C THEFT 2D FROM BUILDING 300 W NORTH RIVER DR 7/11/2019 P2","C","P2",2019-07-11,"300 W NORTH RIVER","THEFT 2D FROM BUILDING","2019","07","27"
"997","C THEFT 3D FROM MOTOR VEHICLE 100 W NORTH RIVER DR 7/8/2019 P2","C","P2",2019-07-08,"100 W NORTH RIVER","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"998","C THEFT 3D FROM MOTOR VEHICLE 1100 N MONROE ST 7/9/2019 P2","C","P2",2019-07-09,"1100 N MONROE ST","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"999","C THEFT 3D FROM MOTOR VEHICLE 900 W BROADWAY AVE 7/12/2019 P2","C","P2",2019-07-12,"900 W BROADWAY AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","C ASSAULT 1D 2300 W BOONE AVE 7/12/2019 P1","C","P1",2019-07-12,"2300 W BOONE AVE","ASSAULT 1D","2019","07","27"
"1002","C ASSAULT 2D 2400 W MALLON AVE 7/7/2019 P1","C","P1",2019-07-07,"2400 W MALLON AVE","ASSAULT 2D","2019","07","27"
"1003","C ASSAULT 2D 1100 W AUGUSTA AVE 7/12/2019 P1","C","P1",2019-07-12,"1100 W AUGUSTA AVE","ASSAULT 2D","2019","07","27"
"1004","C ASSAULT 2D 1000 N ELM ST 7/13/2019 P1","C","P1",2019-07-13,"1000 N ELM ST","ASSAULT 2D","2019","07","27"
"1005","C MAIL THEFT 2600 W BOONE AVE 7/10/2019 P2","C","P2",2019-07-10,"2600 W BOONE AVE","MAIL THEFT","2019","07","27"
"1006","C THEFT 2D ALL OTHER 2400 W SINTO AVE 7/7/2019 P2","C","P2",2019-07-07,"2400 W SINTO AVE","THEFT 2D ALL OTHER","2019","07","27"
"1007","C THEFT 2D ALL OTHER 1200 W SUMMIT PKWY 7/9/2019 P2","C","P2",2019-07-09,"1200 W SUMMIT PKWY","THEFT 2D ALL OTHER","2019","07","27"
"1008","C THEFT 2D FROM MOTOR VEHICLE 3200 W BOONE AVE 7/13/2019 P2","C","P2",2019-07-13,"3200 W BOONE AVE","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"1009","C THEFT 3D ALL OTHER 1700 W DEAN AVE 7/7/2019 P2","C","P2",2019-07-07,"1700 W DEAN AVE","THEFT 3D ALL OTHER","2019","07","27"
"1010","C THEFT 3D FROM BUILDING 1000 N ELM ST 7/8/2019 P2","C","P2",2019-07-08,"1000 N ELM ST","THEFT 3D FROM BUILDING","2019","07","27"
"1011","C THEFT 3D FROM BUILDING 1800 W MALLON AVE 7/10/2019 P2","C","P2",2019-07-10,"1800 W MALLON AVE","THEFT 3D FROM BUILDING","2019","07","27"
"1012","C THEFT 3D FROM MOTOR VEHICLE 2100 W MALLON AVE 7/8/2019 P2","C","P2",2019-07-08,"2100 W MALLON AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1013","C THEFT 3D FROM MOTOR VEHICLE 2000 W COLLEGE AVE 7/10/2019 P2","C","P2",2019-07-10,"2000 W COLLEGE AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015","C THEFT 2D FROM MOTOR VEHICLE 3800 W FORT GEORGE WRIGHT DR 7/11/2019 P2","C","P2",2019-07-11,"3800 W FORT GEORGE","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"1016","C THEFT OF MOTOR VEHICLE 2800 W ELLIOTT DR 7/8/2019 P1","C","P1",2019-07-08,"2800 W ELLIOTT DR","THEFT OF MOTOR VEHICLE","2019","07","27"
"1017","C ASSAULT 1D E WELLESLEY AVE / N MORTON ST 7/9/2019 P3","C","P3",2019-07-09,"E WELLESLEY AVE / N MORTON ST","ASSAULT 1D","2019","07","27"
"1018","C ASSAULT 2D 200 E SANSON AVE 7/11/2019 P4","C","P4",2019-07-11,"200 E SANSON AVE","ASSAULT 2D","2019","07","27"
"1019","C ASSAULT 2D 7000 N COLTON ST 7/13/2019 P3","C","P3",2019-07-13,"7000 N COLTON ST","ASSAULT 2D","2019","07","27"
"1020","C BURGLARY 2D COMMERCIAL 7100 N DIVISION ST 7/9/2019 P1","C","P1",2019-07-09,"7100 N DIVISION ST","BURGLARY 2D COMMERCIAL","2019","07","27"
"1021","C BURGLARY 2D GARAGE 8400 N NEVADA ST 7/10/2019 P3","C","P3",2019-07-10,"8400 N NEVADA ST","BURGLARY 2D GARAGE","2019","07","27"
"1022","C MAIL THEFT 800 E SANSON AVE 7/8/2019 P3","C","P3",2019-07-08,"800 E SANSON AVE","MAIL THEFT","2019","07","27"
"1023","C MAIL THEFT 1200 E WELLESLEY AVE 7/13/2019 P3","C","P3",2019-07-13,"1200 E WELLESLEY AVE","MAIL THEFT","2019","07","27"
"1024","C RESIDENTIAL BURGLARY 1300 E NEBRASKA AVE 7/9/2019 P4","C","P4",2019-07-09,"1300 E NEBRASKA AVE","RESIDENTIAL BURGLARY","2019","07","27"
"1025","C RESIDENTIAL BURGLARY 800 E WALTON AVE 7/12/2019 P3","C","P3",2019-07-12,"800 E WALTON AVE","RESIDENTIAL BURGLARY","2019","07","27"
"1026","C ROBBERY 1D PERSON 600 E HEROY AVE 7/11/2019 P4","C","P4",2019-07-11,"600 E HEROY AVE","ROBBERY 1D PERSON","2019","07","27"
"1027","C ROBBERY 2D PERSON 7100 N DIVISION ST 7/9/2019 P3","C","P3",2019-07-09,"7100 N DIVISION ST","ROBBERY 2D PERSON","2019","07","27"
"1028","C THEFT 1D ALL OTHER 7100 N DIVISION ST 7/9/2019 P1","C","P1",2019-07-09,"7100 N DIVISION ST","THEFT 1D ALL OTHER","2019","07","27"
"1029","C THEFT 1D FROM MOTOR VEHICLE 8400 N NEVADA ST 7/10/2019 P3","C","P3",2019-07-10,"8400 N NEVADA ST","THEFT 1D FROM MOTOR VEHICLE","2019","07","27"
"1030","C THEFT 1D POCKET PICKING 9200 N COLTON ST 7/13/2019 P3","C","P3",2019-07-13,"9200 N COLTON ST","THEFT 1D POCKET PICKING","2019","07","27"
"1031","C THEFT 2D ALL OTHER 400 E HEROY AVE 7/9/2019 P3","C","P3",2019-07-09,"400 E HEROY AVE","THEFT 2D ALL OTHER","2019","07","27"
"1032","C THEFT 2D FROM BUILDING 500 E COLUMBIA AVE 7/9/2019 P3","C","P3",2019-07-09,"500 E COLUMBIA AVE","THEFT 2D FROM BUILDING","2019","07","27"
"1033","C THEFT 2D FROM MOTOR VEHICLE 300 E BROAD AVE 7/8/2019 P3","C","P3",2019-07-08,"300 E BROAD AVE","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"1034","C THEFT 2D FROM MOTOR VEHICLE 6500 N NEVADA ST 7/9/2019 P3","C","P3",2019-07-09,"6500 N NEVADA ST","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"1035","C THEFT 2D FROM MOTOR VEHICLE 600 E HOLLAND AVE 7/10/2019 P3","C","P3",2019-07-10,"600 E HOLLAND AVE","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"1036","C THEFT 2D SHOPLIFTING 9200 N COLTON ST 7/13/2019 P3","C","P3",2019-07-13,"9200 N COLTON ST","THEFT 2D SHOPLIFTING","2019","07","27"
"1037","C THEFT 3D ALL OTHER 0 E SANSON AVE 7/7/2019 P3","C","P3",2019-07-07,"0 E SANSON AVE","THEFT 3D ALL OTHER","2019","07","27"
"1038","C THEFT 3D ALL OTHER 100 E PROVIDENCE AVE 7/8/2019 P3","C","P3",2019-07-08,"100 E PROVIDENCE AVE","THEFT 3D ALL OTHER","2019","07","27"
"1039","C THEFT 3D ALL OTHER 4700 N DIVISION ST 7/10/2019 P3","C","P3",2019-07-10,"4700 N DIVISION ST","THEFT 3D ALL OTHER","2019","07","27"
"1040","C THEFT 3D ALL OTHER 4700 N DIVISION ST 7/10/2019 P3","C","P3",2019-07-10,"4700 N DIVISION ST","THEFT 3D ALL OTHER","2019","07","27"
"1041","C THEFT 3D CITY SHOPLIFTING 9200 N NEVADA ST 7/7/2019 P4","C","P4",2019-07-07,"9200 N NEVADA ST","THEFT 3D CITY SHOPLIFTING","2019","07","27"
"1042","C THEFT 3D CITY SHOPLIFTING N STANDARD ST / E WABASH AVE 7/8/2019 P4","C","P4",2019-07-08,"N STANDARD ST / E WABASH AVE","THEFT 3D CITY SHOPLIFTING","2019","07","27"
"1043","C THEFT 3D CITY SHOPLIFTING 300 E FRANCIS AVE 7/9/2019 P4","C","P4",2019-07-09,"300 E FRANCIS AVE","THEFT 3D CITY SHOPLIFTING","2019","07","27"
"1044","C THEFT 3D CITY SHOPLIFTING 5800 N DIVISION ST 7/11/2019 P4","C","P4",2019-07-11,"5800 N DIVISION ST","THEFT 3D CITY SHOPLIFTING","2019","07","27"
"1045","C THEFT 3D FROM BUILDING 9200 N COLTON ST 7/10/2019 P3","C","P3",2019-07-10,"9200 N COLTON ST","THEFT 3D FROM BUILDING","2019","07","27"
"1046","C THEFT 3D FROM BUILDING 7000 N COLTON ST 7/11/2019 P3","C","P3",2019-07-11,"7000 N COLTON ST","THEFT 3D FROM BUILDING","2019","07","27"
"1047","C THEFT 3D FROM MOTOR VEHICLE 0 E HOFFMAN AVE 7/7/2019 P3","C","P3",2019-07-07,"0 E HOFFMAN AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1048","C THEFT 3D FROM MOTOR VEHICLE 100 E PROVIDENCE AVE 7/9/2019 P1","C","P1",2019-07-09,"100 E PROVIDENCE AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1049","C THEFT 3D FROM MOTOR VEHICLE 6300 N DIVISION ST 7/9/2019 P3","C","P3",2019-07-09,"6300 N DIVISION ST","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1050","C THEFT 3D FROM MOTOR VEHICLE 700 E GLASS AVE 7/10/2019 P4","C","P4",2019-07-10,"700 E GLASS AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1051","C THEFT 3D FROM MOTOR VEHICLE 4700 N DIVISION ST 7/10/2019 P3","C","P3",2019-07-10,"4700 N DIVISION ST","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1052","C THEFT 3D FROM MOTOR VEHICLE 200 E LINCOLN RD 7/13/2019 P3","C","P3",2019-07-13,"200 E LINCOLN RD","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1053","C THEFT 3D FROM MOTOR VEHICLE 6900 N WISCOMB ST 7/13/2019 P3","C","P3",2019-07-13,"6900 N WISCOMB ST","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1054","C THEFT 3D SHOPLIFTING 7900 N DIVISION ST 7/9/2019 P2","C","P2",2019-07-09,"7900 N DIVISION ST","THEFT 3D SHOPLIFTING","2019","07","27"
"1055","C THEFT 3D SHOPLIFTING 9600 N DIVISION ST 7/9/2019 P3","C","P3",2019-07-09,"9600 N DIVISION ST","THEFT 3D SHOPLIFTING","2019","07","27"
"1056","C THEFT 3D SHOPLIFTING 9200 N NEVADA ST 7/9/2019 P3","C","P3",2019-07-09,"9200 N NEVADA ST","THEFT 3D SHOPLIFTING","2019","07","27"
"1057","C THEFT 3D SHOPLIFTING 4700 N DIVISION ST 7/9/2019 P3","C","P3",2019-07-09,"4700 N DIVISION ST","THEFT 3D SHOPLIFTING","2019","07","27"
"1058","C THEFT 3D SHOPLIFTING 9600 N DIVISION ST 7/10/2019 P3","C","P3",2019-07-10,"9600 N DIVISION ST","THEFT 3D SHOPLIFTING","2019","07","27"
"1059","C THEFT 3D SHOPLIFTING 9100 N NEWPORT HWY 7/10/2019 P3","C","P3",2019-07-10,"9100 N NEWPORT HWY","THEFT 3D SHOPLIFTING","2019","07","27"
"1060","C THEFT 3D SHOPLIFTING 4700 N DIVISION ST 7/11/2019 P3","C","P3",2019-07-11,"4700 N DIVISION ST","THEFT 3D SHOPLIFTING","2019","07","27"
"1061","C THEFT 3D SHOPLIFTING 9600 N DIVISION ST 7/12/2019 P3","C","P3",2019-07-12,"9600 N DIVISION ST","THEFT 3D SHOPLIFTING","2019","07","27"
"1062","C THEFT 3D SHOPLIFTING 9200 N NEVADA ST 7/12/2019 P4","C","P4",2019-07-12,"9200 N NEVADA ST","THEFT 3D SHOPLIFTING","2019","07","27"
"1063","C THEFT 3D SHOPLIFTING 4700 N DIVISION ST 7/13/2019 P3","C","P3",2019-07-13,"4700 N DIVISION ST","THEFT 3D SHOPLIFTING","2019","07","27"
"1064","C THEFT 3D SHOPLIFTING 4700 N DIVISION ST 7/13/2019 P3","C","P3",2019-07-13,"4700 N DIVISION ST","THEFT 3D SHOPLIFTING","2019","07","27"
"1065","C THEFT OF MOTOR VEHICLE 700 E GLASS AVE 7/10/2019 P4","C","P4",2019-07-10,"700 E GLASS AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"1066","C THEFT OF MOTOR VEHICLE 1200 E BRIDGEPORT AVE 7/10/2019 P4","C","P4",2019-07-10,"1200 E BRIDGEPORT AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"1067","C THEFT OF MOTOR VEHICLE 400 E LIBERTY AVE 7/10/2019 P3","C","P3",2019-07-10,"400 E LIBERTY AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"1068","C THEFT OF MOTOR VEHICLE 1900 E FRANCIS AVE 7/12/2019 P4","C","P4",2019-07-12,"1900 E FRANCIS AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"1069",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070","C ASSAULT 2D 1900 E CENTRAL AVE 7/13/2019 P4","C","P4",2019-07-13,"1900 E CENTRAL AVE","ASSAULT 2D","2019","07","27"
"1071","C TAKING MOTOR VEHICLE WITHOUT PERMISSION 2D 1400 E SANSON AVE 7/8/2019 P3","C","P3",2019-07-08,"1400 E SANSON AVE","TAKING MOTOR VEHICLE WITHOUT PERMISSION 2D","2019","07","27"
"1072","C THEFT 2D FROM BUILDING 1700 E COLUMBIA AVE 7/9/2019 P3","C","P3",2019-07-09,"1700 E COLUMBIA AVE","THEFT 2D FROM BUILDING","2019","07","27"
"1073","C THEFT 3D FROM MOTOR VEHICLE 4800 N MAGNOLIA ST 7/11/2019 P4","C","P4",2019-07-11,"4800 N MAGNOLIA ST","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1074","C THEFT OF MOTOR VEHICLE 1600 E WABASH AVE 7/8/2019 P3","C","P3",2019-07-08,"1600 E WABASH AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"1075","C TAKING MOTOR VEHICLE WITHOUT PERMISSION 2D SPD CIVIC ROLLING NORTH 7/11/2019 P4","C","P4",2019-07-11,NA,"TAKING MOTOR VEHICLE WITHOUT PERMISSION 2D","2019","07","27"
"1076",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077","C ASSAULT 2D 3700 N COOK ST 7/9/2019 P4","C","P4",2019-07-09,"3700 N COOK ST","ASSAULT 2D","2019","07","27"
"1078","C MAIL THEFT 2700 N COOK ST 7/8/2019 P4","C","P4",2019-07-08,"2700 N COOK ST","MAIL THEFT","2019","07","27"
"1079","A RESIDENTIAL BURGLARY 4300 N STONE ST 7/9/2019 P1","A","P1",2019-07-09,"4300 N STONE ST","RESIDENTIAL BURGLARY","2019","07","27"
