X,Y,OBJECTID,Offense,OffGen,BeginDate,EndDate,Location,Day
-117.445967018699221,47.667990364976397,1,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-02T03:30:00.000Z,2015-01-02T03:30:00.000Z,2300 Block Of W Boone Av,Sunday
-117.441383086000059,47.673114427860568,2,DRUGS-POSSESS,Drugs,2015-01-02T00:50:00.000Z,2015-01-02T00:50:00.000Z,W Augusta Av,Sunday
-117.442249092870213,47.66713053660974,3,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-02T03:04:00.000Z,2015-01-02T03:04:00.000Z,2000 Block Of W Gardner Av,Sunday
-117.420845833317543,47.659372614099844,4,VEH-THEFT,Vehicle Theft,2015-01-02T06:00:00.000Z,2015-01-02T06:00:00.000Z,200 Block Of N Howard St,Sunday
-117.405899020025473,47.714222011016012,5,VEH-THEFT,Vehicle Theft,2015-01-02T08:10:00.000Z,2015-01-02T08:10:00.000Z,6200 Block Of N Lidgerwood St,Sunday
-117.423572586228588,47.65953939312481,6,THEFT-FROM BUILDING,Theft,2015-01-01T21:30:00.000Z,2015-01-02T10:16:00.000Z,800 Block Of W Main Av,Saturday
-117.360329997128602,47.657018197875736,7,THEFT-FROM BUILDING,Theft,2015-01-02T09:54:00.000Z,2015-01-02T09:54:00.000Z,0 Block Of S Thor St,Sunday
-117.424176828938215,47.688711619824375,8,ASSAULT-SIMPLE,Assault,2015-01-02T07:14:00.000Z,2015-01-02T07:14:00.000Z,800 Block Of W Cora Av,Sunday
-117.403306337551953,47.719182359005785,9,THEFT-FROM BUILDING,Theft,2015-01-02T11:00:00.000Z,2015-01-02T12:30:00.000Z,6900 Block Of N Wiscomb St,Sunday
-117.398911556926464,47.627972210041939,10,THEFT-SHOPLIFTING,Theft,2015-01-02T12:34:00.000Z,2015-01-02T12:40:00.000Z,800 Block Of E 29Th Av,Sunday
-117.395088342953699,47.700820140611576,11,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-02T13:20:00.000Z,2015-01-02T13:20:00.000Z,1000 Block Of E Wellesley Av,Sunday
-117.455416899410594,47.697158538111665,12,BURGLARY-RESIDNTL,Burglary,2015-01-02T12:34:00.000Z,2015-01-02T12:34:00.000Z,3000 Block Of W Longfellow Av,Sunday
-117.41089513912695,47.663181946240115,13,THEFT-FROM BUILDING,Theft,2015-01-01T10:00:00.000Z,2015-01-02T08:00:00.000Z,700 Block Of N Division St,Saturday
-117.405859916833549,47.741352723100775,14,THEFT-FROM BUILDING,Theft,2015-01-02T14:15:00.000Z,2015-01-02T14:19:00.000Z,9200 Block Of N Colton St,Sunday
-117.387667001063633,47.682481244259677,15,VEH-THEFT,Vehicle Theft,2015-01-02T13:40:00.000Z,2015-01-02T13:40:00.000Z,2700 Block Of N Hogan St,Sunday
-117.380827448790527,47.666530365424187,16,VEH-THEFT,Vehicle Theft,2015-01-02T13:50:00.000Z,2015-01-02T13:50:00.000Z,2000 Block Of E Cataldo Av,Sunday
-117.391443567304606,47.614889782598262,17,ASSAULT-SIMPLE,Assault,2015-01-02T15:24:00.000Z,2015-01-02T15:24:00.000Z,1300 Block Of E 43Rd Av,Sunday
-117.365733106565116,47.6125143890497,18,THEFT-SHOPLIFTING,Theft,2015-01-02T15:29:00.000Z,2015-01-02T15:29:00.000Z,4500 Block Of S Regal St,Sunday
-117.425859347088675,47.695463234548143,19,VEH-THEFT,Vehicle Theft,2015-01-02T12:15:00.000Z,2015-01-02T12:15:00.000Z,4100 Block Of N Monroe St,Sunday
-117.409179595079806,47.722986800683699,20,ASSAULT-SIMPLE,Assault,2015-01-02T15:37:00.000Z,2015-01-02T15:37:00.000Z,0 Block Of E Weile Av,Sunday
-117.411159311108804,47.657259674008984,21,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-02T17:30:00.000Z,2015-01-02T17:34:00.000Z,N Division St,Sunday
-117.364889894315681,47.675477993348878,22,VEH-PROWL,Vehicle Prowling,2015-01-02T00:30:00.000Z,2015-01-02T01:00:00.000Z,3100 Block Of E Baldwin Av,Sunday
-117.364889894315681,47.675477993348878,23,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-02T00:30:00.000Z,2015-01-02T01:00:00.000Z,3100 Block Of E Baldwin Av,Sunday
-117.386768319946668,47.69124657755021,24,ASSAULT-SIMPLE,Assault,2015-01-02T15:40:00.000Z,2015-01-02T15:40:00.000Z,1600 Block Of E Gordon Av,Sunday
-117.405859916833549,47.741352723100775,25,VEH-PROWL,Vehicle Prowling,2015-01-02T20:00:00.000Z,2015-01-02T20:00:00.000Z,9200 Block Of N Colton St,Sunday
-117.405859916833549,47.741352723100775,26,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-02T20:00:00.000Z,2015-01-02T20:00:00.000Z,9200 Block Of N Colton St,Sunday
-117.409478145333281,47.7084762370582,27,THEFT-SHOPLIFTING,Theft,2015-01-02T21:00:00.000Z,2015-01-02T21:00:00.000Z,5500 Block Of N Division St,Sunday
-117.450845591140947,47.703499048292031,28,VEH-THEFT,Vehicle Theft,2015-01-02T07:14:00.000Z,2015-01-02T07:14:00.000Z,2700 Block Of W Olympic Av,Sunday
-117.396057051411006,47.671944507618328,29,VEH-PROWL,Vehicle Prowling,2015-01-02T21:08:00.000Z,2015-01-02T21:18:00.000Z,900 Block Of E Mission Av,Sunday
-117.396057051411006,47.671944507618328,30,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-02T21:08:00.000Z,2015-01-02T21:18:00.000Z,900 Block Of E Mission Av,Sunday
-117.408427030926575,47.68244336463237,31,ROBBERY,Robbery,2015-01-02T17:17:00.000Z,2015-01-02T17:17:00.000Z,200 Block Of E North Foothills Dr,Sunday
-117.390746649868049,47.6915644711478,32,BURGLARY-RESIDNTL,Burglary,2015-01-02T10:28:00.000Z,2015-01-02T10:28:00.000Z,1300 Block Of E Kiernan Av,Sunday
-117.404534032173416,47.653267800790523,33,BURGLARY-RESIDNTL,Burglary,2015-01-03T00:35:00.000Z,2015-01-03T00:35:00.000Z,300 Block Of S Grant St,Monday
-117.411113308783925,47.659129835309933,34,ASSAULT-SIMPLE,Assault,2015-01-03T02:22:00.000Z,2015-01-03T02:22:00.000Z,200 Block Of N Division St,Monday
-117.411113308783925,47.659129835309933,35,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-03T02:22:00.000Z,2015-01-03T02:22:00.000Z,200 Block Of N Division St,Monday
-117.428209018631449,47.674943997958671,36,BURGLARY-COMMERCIAL,Burglary,2015-01-03T04:48:00.000Z,2015-01-03T04:48:00.000Z,1900 Block Of N Madison St,Monday
-117.411779896120024,47.631798442642278,37,VEH-PROWL,Vehicle Prowling,2015-01-02T21:00:00.000Z,2015-01-03T07:00:00.000Z,0 Block Of W 25Th Av,Sunday
-117.395067385877653,47.695366743712519,38,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-03T07:19:00.000Z,2015-01-03T07:19:00.000Z,1000 Block Of E Lacrosse Av,Monday
-117.414338007950192,47.630001058931924,39,VEH-PROWL,Vehicle Prowling,2015-01-02T22:00:00.000Z,2015-01-03T07:00:00.000Z,100 Block Of W 27Th Av,Sunday
-117.403306337551953,47.719182359005785,40,VEH-THEFT,Vehicle Theft,2015-01-03T07:21:00.000Z,2015-01-03T07:21:00.000Z,6900 Block Of N Wiscomb St,Monday
-117.370440587282687,47.667611733577694,41,ASSAULT-SIMPLE,Assault,2015-01-03T10:20:00.000Z,2015-01-03T10:20:00.000Z,2700 Block Of E Desmet Av,Monday
-117.354868694111346,47.625379913608519,42,VEH-PROWL,Vehicle Prowling,2015-01-02T00:00:00.000Z,2015-01-03T06:00:00.000Z,3800 Block Of E 32Nd Av,Sunday
-117.348683149019891,47.683144710431577,43,THEFT-FROM BUILDING,Theft,2015-01-03T01:30:00.000Z,2015-01-03T12:00:00.000Z,4200 Block Of E Grace Av,Monday
-117.389578797380608,47.649973268275978,44,VEH-PROWL,Vehicle Prowling,2015-01-03T05:00:00.000Z,2015-01-03T07:00:00.000Z,1400 Block Of E Hartson Av,Monday
-117.389578797380608,47.649973268275978,45,VEH-THEFT AUTO PARTS,Vehicle Theft,2015-01-03T05:00:00.000Z,2015-01-03T07:00:00.000Z,1400 Block Of E Hartson Av,Monday
-117.4236345736104,47.659028088531514,46,THEFT-SHOPLIFTING,Theft,2015-01-03T11:45:00.000Z,2015-01-03T13:00:00.000Z,800 Block Of W Main Av,Monday
-117.348033948303637,47.698267870467895,47,ASSAULT-SIMPLE,Assault,2015-01-03T05:48:00.000Z,2015-01-03T05:48:00.000Z,4300 Block Of E Longfellow Av,Monday
-117.422255268947922,47.673108317037176,48,ASSAULT-WEAPON,Assault,2015-01-03T08:59:00.000Z,2015-01-03T08:59:00.000Z,700 Block Of W Augusta Av,Monday
-117.40456005334191,47.670784869456057,49,VEH-PROWL,Vehicle Prowling,2015-01-03T00:01:00.000Z,2015-01-03T14:10:00.000Z,400 Block Of E Sinto Av,Monday
-117.389958202960472,47.602202125737875,50,BURGLARY-COMMERCIAL,Burglary,2015-01-03T08:53:00.000Z,2015-01-03T08:53:00.000Z,5700 Block Of S Perry St,Monday
-117.389790101695624,47.649971429065907,51,THEFT-FROM BUILDING,Theft,2015-01-03T02:00:00.000Z,2015-01-03T09:30:00.000Z,1400 Block Of E Hartson Av,Monday
-117.355626133844055,47.700473039540427,52,VEH-THEFT,Vehicle Theft,2015-01-03T12:30:00.000Z,2015-01-03T12:30:00.000Z,3700 Block Of E Wellesley Av,Monday
-117.444674378008159,47.700574269546962,53,THEFT-SHOPLIFTING,Theft,2015-01-03T16:22:00.000Z,2015-01-03T16:22:00.000Z,2300 Block Of W Wellesley Av,Monday
-117.426450324610371,47.670536389802862,54,VEH-PROWL,Vehicle Prowling,2015-01-03T17:00:00.000Z,2015-01-03T17:32:00.000Z,1400 Block Of N Monroe St,Monday
-117.426450324610371,47.670536389802862,55,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-03T17:00:00.000Z,2015-01-03T17:32:00.000Z,1400 Block Of N Monroe St,Monday
-117.373145267632424,47.627432924663054,56,THEFT-FROM BUILDING,Theft,2015-01-02T09:00:00.000Z,2015-01-02T09:00:00.000Z,2600 Block Of E 29Th Av,Sunday
-117.423499066096142,47.657193661210535,57,ASSAULT-SIMPLE,Assault,2015-01-03T17:23:00.000Z,2015-01-03T17:23:00.000Z,N Post St,Monday
-117.479251850531952,47.744042975172512,58,BURGLARY-RESIDNTL,Burglary,2015-01-03T16:31:00.000Z,2015-01-03T16:31:00.000Z,4700 Block Of W Belmont Dr,Monday
-117.38968194863395,47.694196933441525,59,BURGLARY-GARAGE,Burglary,2015-01-03T19:10:00.000Z,2015-01-03T19:10:00.000Z,1400 Block Of E Walton Av,Monday
-117.399155001692478,47.627974070654794,60,THEFT-FROM BUILDING,Theft,2015-01-03T14:30:00.000Z,2015-01-03T16:00:00.000Z,800 Block Of E 29Th Av,Monday
-117.392627672337227,47.712370377155281,61,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-03T18:07:00.000Z,2015-01-03T18:07:00.000Z,1200 Block Of E Bismark Av,Monday
-117.369158114725337,47.704145506639897,62,BURGLARY-RESIDNTL,Burglary,2015-01-03T19:17:00.000Z,2015-01-03T19:17:00.000Z,2800 Block Of E Queen Av,Monday
-117.413275953293962,47.688168027634234,63,VEH-THEFT,Vehicle Theft,2015-01-03T06:18:00.000Z,2015-01-03T06:18:00.000Z,100 Block Of W Gray Ct,Monday
-117.384059422800007,47.645448270132071,64,VEH-THEFT,Vehicle Theft,2015-01-03T20:26:00.000Z,2015-01-03T20:26:00.000Z,1800 Block Of E 11Th Av,Monday
-117.41518725759002,47.657402652311518,65,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-03T19:16:00.000Z,2015-01-03T19:16:00.000Z,200 Block Of W Sprague Av,Monday
-117.395315742641529,47.734770217576234,66,BURGLARY-GARAGE,Burglary,2015-01-01T21:48:00.000Z,2015-01-03T21:48:00.000Z,8400 Block Of N Nevada St,Saturday
-117.395315742641529,47.734770217576234,67,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-01T21:48:00.000Z,2015-01-03T21:48:00.000Z,8400 Block Of N Nevada St,Saturday
-117.388471143822713,47.678567597807096,68,THEFT-SHOPLIFTING,Theft,2015-01-03T23:50:00.000Z,2015-01-03T23:50:00.000Z,1500 Block Of E Illinois Av,Monday
-117.395315742641529,47.734770217576234,69,ASSAULT-SIMPLE,Assault,2015-01-03T23:43:00.000Z,2015-01-03T23:43:00.000Z,8400 Block Of N Nevada St,Monday
-117.364616619433207,47.704089655851106,70,ASSAULT-SIMPLE,Assault,2015-01-04T00:32:00.000Z,2015-01-04T00:32:00.000Z,5000 Block Of N Market St,Tuesday
-117.399058111678315,47.70306115575778,71,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-04T02:24:00.000Z,2015-01-04T02:24:00.000Z,700 Block Of E Olympic Av,Tuesday
-117.449406000058559,47.6880397542146,72,VEH-PROWL,Vehicle Prowling,2015-01-04T01:33:00.000Z,2015-01-04T01:33:00.000Z,N Alberta St,Tuesday
-117.38190864984405,47.614301711109022,73,VEH-PROWL,Vehicle Prowling,2015-01-04T00:00:00.000Z,2015-01-04T04:00:00.000Z,4300 Block Of S Napa St,Tuesday
-117.440365521469715,47.666113966050077,74,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-04T03:50:00.000Z,2015-01-04T03:50:00.000Z,1000 Block Of N Elm St,Tuesday
-117.41327633912033,47.65724646333495,75,THEFT-OPEN AREA,Theft,2015-01-04T03:31:00.000Z,2015-01-04T03:31:00.000Z,N Browne St,Tuesday
-117.446555927223116,47.652725754256267,76,VEH-PROWL,Vehicle Prowling,2015-01-03T22:00:00.000Z,2015-01-04T06:30:00.000Z,400 Block Of S Coeur D Alene St,Monday
-117.446555927223116,47.652725754256267,77,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-03T22:00:00.000Z,2015-01-04T06:30:00.000Z,400 Block Of S Coeur D Alene St,Monday
-117.402186173425079,47.715273821885503,78,THEFT-OPEN AREA,Theft,2015-01-02T08:50:00.000Z,2015-01-04T08:50:00.000Z,500 Block Of E Francis Av,Sunday
-117.402186173425079,47.715273821885503,79,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-02T08:50:00.000Z,2015-01-04T08:50:00.000Z,500 Block Of E Francis Av,Sunday
-117.402186173425079,47.715273821885503,80,THEFT-OPEN AREA,Theft,2015-01-02T08:50:00.000Z,2015-01-04T08:50:00.000Z,500 Block Of E Francis Av,Sunday
-117.402186173425079,47.715273821885503,81,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-02T08:50:00.000Z,2015-01-04T08:50:00.000Z,500 Block Of E Francis Av,Sunday
-117.383487009283883,47.67487115313245,82,ASSAULT-SIMPLE,Assault,2015-01-04T08:29:00.000Z,2015-01-04T08:29:00.000Z,1800 Block Of E South Riverton Av,Tuesday
-117.371719441708535,47.715057677930389,83,VEH-THEFT,Vehicle Theft,2015-01-04T11:14:00.000Z,2015-01-04T11:14:00.000Z,6300 Block Of N Smith St,Tuesday
-117.391791890245756,47.676714116118426,84,BURGLARY-RESIDNTL,Burglary,2015-01-04T10:49:00.000Z,2015-01-04T10:49:00.000Z,1200 Block Of E Ermina Av,Tuesday
-117.422624168657933,47.65771354248001,85,THEFT-FROM BUILDING,Theft,2015-01-04T11:20:00.000Z,2015-01-04T11:40:00.000Z,700 Block Of W Riverside Av,Tuesday
-117.395167448995139,47.680474133385744,86,THEFT-OPEN AREA,Theft,2015-01-04T01:00:00.000Z,2015-01-04T01:00:00.000Z,2500 Block Of N Nevada St,Tuesday
-117.392422379427032,47.703261592070298,87,ASSAULT-SIMPLE,Assault,2015-01-04T09:00:00.000Z,2015-01-04T09:00:00.000Z,5000 Block Of N Morton St,Tuesday
-117.40964528594705,47.736208586016119,88,ASSAULT-SIMPLE,Assault,2015-01-04T10:45:00.000Z,2015-01-04T10:45:00.000Z,0 Block Of E Pine Ridge Ct,Tuesday
-117.379971270499013,47.689432575936678,89,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-04T12:00:00.000Z,2015-01-04T12:45:00.000Z,2000 Block Of E Courtland Av,Tuesday
-117.384334678400336,47.609542690528926,90,VEH-PROWL,Vehicle Prowling,2015-01-04T00:00:00.000Z,2015-01-04T03:00:00.000Z,E 49Th Av,Tuesday
-117.384334678400336,47.609542690528926,91,VEH-THEFT AUTO PARTS,Vehicle Theft,2015-01-04T00:00:00.000Z,2015-01-04T03:00:00.000Z,E 49Th Av,Tuesday
-117.349802500907657,47.684026942242056,92,BURGLARY-FENCED AREA,Burglary,2015-01-04T03:00:00.000Z,2015-01-04T14:45:00.000Z,4100 Block Of E Cleveland Av,Tuesday
-117.375745304595384,47.710415885644046,93,VEH-THEFT,Vehicle Theft,2015-01-04T13:34:00.000Z,2015-01-04T13:34:00.000Z,2300 Block Of E Columbia Av,Tuesday
-117.388290989266267,47.702173515892561,94,ASSAULT-SIMPLE,Assault,2015-01-04T12:06:00.000Z,2015-01-04T12:06:00.000Z,1500 Block Of E Wabash Av,Tuesday
-117.416703608668939,47.660285668881457,95,THEFT-FROM BUILDING,Theft,2015-01-04T13:45:00.000Z,2015-01-04T13:45:00.000Z,300 Block Of W Spokane Falls Bl,Tuesday
-117.416703608668939,47.660285668881457,96,THEFT-FROM BUILDING,Theft,2015-01-04T12:00:00.000Z,2015-01-04T14:00:00.000Z,300 Block Of W Spokane Falls Bl,Tuesday
-117.393911640696658,47.649673445538618,97,BURGLARY-GARAGE,Burglary,2015-01-02T23:00:00.000Z,2015-01-04T07:30:00.000Z,600 Block Of S Richard Allen Ct,Sunday
-117.398024459629923,47.717821302479365,98,VEH-PROWL,Vehicle Prowling,2015-01-04T13:30:00.000Z,2015-01-04T17:20:00.000Z,6600 Block Of N Cincinnati St,Tuesday
-117.398024459629923,47.717821302479365,99,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-04T13:30:00.000Z,2015-01-04T17:20:00.000Z,6600 Block Of N Cincinnati St,Tuesday
-117.392563766438371,47.708795470449225,100,ASSAULT-SIMPLE,Assault,2015-01-04T16:05:00.000Z,2015-01-04T16:05:00.000Z,1200 Block Of E Nebraska Av,Tuesday
-117.43908032899428,47.715442931184967,101,THEFT-SHOPLIFTING,Theft,2015-01-04T17:00:00.000Z,2015-01-04T17:00:00.000Z,1900 Block Of W Francis Av,Tuesday
-117.357416970504161,47.688054939199645,102,BURGLARY-GARAGE,Burglary,2015-01-04T15:30:00.000Z,2015-01-04T17:30:00.000Z,3600 Block Of E Bridgeport Av,Tuesday
-117.489229962060506,47.742047500962514,103,ASSAULT-SIMPLE,Assault,2015-01-04T17:15:00.000Z,2015-01-04T17:15:00.000Z,5400 Block Of W Barnes Rd,Tuesday
-117.413892929529823,47.701819688645195,104,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-04T19:00:00.000Z,2015-01-04T20:00:00.000Z,4800 Block Of N Normandie St,Tuesday
-117.354738269339563,47.645469624470003,105,BURGLARY-RESIDNTL,Burglary,2015-01-04T08:36:00.000Z,2015-01-04T08:36:00.000Z,3800 Block Of E 11Th Av,Tuesday
-117.449677434843295,47.693541574808485,106,THEFT-FROM BUILDING,Theft,2015-01-04T18:00:00.000Z,2015-01-04T18:00:00.000Z,2600 Block Of W Garland Av,Tuesday
-117.389883456984535,47.704825931183088,107,DRUGS-POSSESS,Drugs,2015-01-04T23:09:00.000Z,2015-01-04T23:09:00.000Z,E Crown Av,Tuesday
-117.352157336146973,47.623677839214295,108,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-04T07:00:00.000Z,2015-01-05T00:11:00.000Z,4000 Block Of E 34Th Av,Tuesday
-117.440764289937931,47.666103896295262,109,BURGLARY-GARAGE,Burglary,2015-01-05T01:00:00.000Z,2015-01-05T02:43:00.000Z,1900 Block Of W Dean Av,Wednesday
-117.357390803990242,47.655476754647516,110,BURGLARY-GARAGE,Burglary,2015-01-05T03:41:00.000Z,2015-01-05T03:41:00.000Z,3600 Block Of E Pacific Av,Wednesday
-117.426170438368317,47.700571208780893,111,THEFT-SHOPLIFTING,Theft,2015-01-05T06:18:00.000Z,2015-01-05T06:18:00.000Z,1000 Block Of W Wellesley Av,Wednesday
-117.396672581915098,47.717725658795388,112,VEH-PROWL,Vehicle Prowling,2015-01-05T00:00:00.000Z,2015-01-05T05:00:00.000Z,900 Block Of E Holyoke Av,Wednesday
-117.396672581915098,47.717725658795388,113,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-05T00:00:00.000Z,2015-01-05T05:00:00.000Z,900 Block Of E Holyoke Av,Wednesday
-117.406744227027303,47.720081595265071,114,ASSAULT-SIMPLE,Assault,2015-01-05T06:04:00.000Z,2015-01-05T06:04:00.000Z,200 Block Of E Wedgewood Av,Wednesday
-117.406745995637252,47.742227312108511,115,VEH-THEFT,Vehicle Theft,2015-01-05T05:09:00.000Z,2015-01-05T05:09:00.000Z,300 Block Of E Hoerner Av,Wednesday
-117.413561038735722,47.653352771953621,116,THEFT-FROM BUILDING,Theft,2015-01-04T02:00:00.000Z,2015-01-04T22:00:00.000Z,100 Block Of W 3Rd Av,Tuesday
-117.364817320054371,47.700659942891356,117,THEFT-FROM BUILDING,Theft,2015-01-03T07:06:00.000Z,2015-01-05T07:06:00.000Z,4700 Block Of N Market St,Monday
-117.449166493908194,47.654422444803437,118,VEH-PROWL,Vehicle Prowling,2015-01-04T22:00:00.000Z,2015-01-05T06:00:00.000Z,200 Block Of S Coeur D Alene St,Tuesday
-117.411161790769128,47.679361517157268,119,VEH-THEFT AUTO PARTS,Vehicle Theft,2015-01-04T16:00:00.000Z,2015-01-05T07:00:00.000Z,2400 Block Of N Division St,Tuesday
-117.411161790769128,47.679361517157268,120,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-04T16:00:00.000Z,2015-01-05T07:00:00.000Z,2400 Block Of N Division St,Tuesday
-117.405599301998393,47.653557842583027,121,THEFT-OPEN AREA,Theft,2015-01-05T07:40:00.000Z,2015-01-05T07:40:00.000Z,400 Block Of E 3Rd Av,Wednesday
-117.433820840700363,47.691197940339904,122,VEH-THEFT,Vehicle Theft,2015-01-05T08:05:00.000Z,2015-01-05T08:05:00.000Z,1500 Block Of W Gordon Av,Wednesday
-117.405850658842482,47.703932546690496,123,THEFT-OPEN AREA,Theft,2015-01-02T12:00:00.000Z,2015-01-05T08:00:00.000Z,5100 Block Of N Lidgerwood St,Sunday
-117.405850658842482,47.703932546690496,124,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-02T12:00:00.000Z,2015-01-05T08:00:00.000Z,5100 Block Of N Lidgerwood St,Sunday
-117.443490173637116,47.671706313471468,125,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-04T18:30:00.000Z,2015-01-05T07:15:00.000Z,2100 Block Of W Mission Av,Tuesday
-117.405746820069098,47.628170119761727,126,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-05T08:26:00.000Z,2015-01-05T08:26:00.000Z,300 Block Of E 29Th Av,Wednesday
-117.378076281400567,47.666542950298748,127,THEFT-FROM BUILDING,Theft,2015-01-02T10:00:00.000Z,2015-01-02T11:00:00.000Z,2200 Block Of E Cataldo Av,Sunday
-117.393236378362133,47.667542653232843,128,VEH-PROWL,Vehicle Prowling,2015-01-04T10:22:00.000Z,2015-01-05T10:22:00.000Z,1100 Block Of N Superior St,Tuesday
-117.40585862243303,47.693836866017442,129,VEH-PROWL,Vehicle Prowling,2015-01-05T00:00:00.000Z,2015-01-05T04:00:00.000Z,300 Block Of E Garland Av,Wednesday
-117.40585862243303,47.693836866017442,130,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-05T00:00:00.000Z,2015-01-05T04:00:00.000Z,300 Block Of E Garland Av,Wednesday
-117.397662081427512,47.708798381321024,131,BURGLARY-RESIDNTL,Burglary,2015-01-05T07:00:00.000Z,2015-01-05T07:00:00.000Z,800 Block Of E Nebraska Av,Wednesday
-117.382993772861738,47.694529669884943,132,VEH-PROWL,Vehicle Prowling,2015-01-04T11:15:00.000Z,2015-01-05T11:15:00.000Z,4000 Block Of N Magnolia St,Tuesday
-117.382993772861738,47.694529669884943,133,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-04T11:15:00.000Z,2015-01-05T11:15:00.000Z,4000 Block Of N Magnolia St,Tuesday
-117.373420478341188,47.668618913392834,134,VEH-PROWL,Vehicle Prowling,2015-01-05T09:23:00.000Z,2015-01-05T09:23:00.000Z,2500 Block Of E Boone Av,Wednesday
-117.399281115859566,47.649111110899014,135,ASSAULT-SIMPLE,Assault,2015-01-05T09:45:00.000Z,2015-01-05T09:45:00.000Z,700 Block Of S Scott St,Wednesday
-117.402841226310642,47.671773150804761,136,VEH-PROWL,Vehicle Prowling,2015-01-05T01:00:00.000Z,2015-01-05T13:00:00.000Z,500 Block Of E Mission Av,Wednesday
-117.402841226310642,47.671773150804761,137,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-05T01:00:00.000Z,2015-01-05T13:00:00.000Z,500 Block Of E Mission Av,Wednesday
-117.444674378008159,47.700574269546962,138,THEFT-SHOPLIFTING,Theft,2015-01-05T12:26:00.000Z,2015-01-05T12:26:00.000Z,2300 Block Of W Wellesley Av,Wednesday
-117.416533243880352,47.693759650398576,139,THEFT-OPEN AREA,Theft,2015-01-04T12:00:00.000Z,2015-01-04T14:45:00.000Z,3900 Block Of N Whitehouse St,Tuesday
-117.411142305252469,47.675093705263357,140,ASSAULT-SIMPLE,Assault,2015-01-05T10:50:00.000Z,2015-01-05T10:55:00.000Z,1900 Block Of N Division St,Wednesday
-117.396057051411006,47.671944507618328,141,THEFT-OPEN AREA,Theft,2015-01-04T10:30:00.000Z,2015-01-04T10:30:00.000Z,900 Block Of E Mission Av,Tuesday
-117.406140902546085,47.712590999128714,142,THEFT-FROM BUILDING,Theft,2015-01-04T00:00:00.000Z,2015-01-04T23:59:00.000Z,6000 Block Of N Lidgerwood St,Tuesday
-117.409170957905715,47.676090958262314,143,ASSAULT-SIMPLE,Assault,2015-01-05T14:11:00.000Z,2015-01-05T14:11:00.000Z,100 Block Of E Baldwin Av,Wednesday
-117.403046619429844,47.701455208688486,144,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-05T12:23:00.000Z,2015-01-05T12:23:00.000Z,500 Block Of E Broad Av,Wednesday
-117.397162012483136,47.727592141372696,145,THEFT-FROM BUILDING,Theft,2015-01-05T14:20:00.000Z,2015-01-05T14:30:00.000Z,7700 Block Of N Wilding Dr,Wednesday
-117.395106444023327,47.709692746069031,146,VEH-THEFT AUTO PARTS,Vehicle Theft,2015-01-04T23:00:00.000Z,2015-01-05T15:40:00.000Z,1000 Block Of E Joseph Av,Tuesday
-117.395106444023327,47.709692746069031,147,MALICIOUS MISCHIEF,Malicious Mischief,2015-01-04T23:00:00.000Z,2015-01-05T15:40:00.000Z,1000 Block Of E Joseph Av,Tuesday
-117.405859916833549,47.741352723100775,148,THEFT-SHOPLIFTING,Theft,2015-01-05T09:00:00.000Z,2015-01-05T10:58:00.000Z,9200 Block Of N Colton St,Wednesday
-117.378853395650566,47.702387192820034,149,BURGLARY-RESIDNTL,Burglary,2015-01-05T13:39:00.000Z,2015-01-05T13:39:00.000Z,2100 Block Of E Wabash Av,Wednesday
-117.357467822123425,47.693792038389496,150,BURGLARY-FENCED AREA,Burglary,2015-01-05T12:43:00.000Z,2015-01-05T12:43:00.000Z,3900 Block Of N Freya St,Wednesday
-117.444674378008159,47.700574269546962,151,THEFT-SHOPLIFTING,Theft,2015-01-05T13:21:00.000Z,2015-01-05T13:21:00.000Z,2300 Block Of W Wellesley Av,Wednesday
