ac,offense,address,date,district
C, BURGLARY 1D FENCED AREA, 6600 N MAPLE ST, 9/28/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 6800 N G ST, 9/28/2018, P1
C, THEFT 3D ALL OTHER, 1700 W FRANCIS AVE, 9/25/2018, P1
C, THEFT 3D FROM BUILDING, 6600 N MAPLE ST, 9/28/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 7000 N AUDUBON DR, 9/28/2018, P1
A, THEFT 3D FROM MOTOR VEHICLE, 6600 N SUTHERLIN ST, 9/29/2018, P1
C, BURGLARY-RESIDENTIAL, 9300 N OAK ST, 9/28/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 7800 N ROCK, RIDGE DR, 9/23/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2700 W ASHLEY CIR, 9/23/2018, P1
A, VEHICLE PROWLING 2D FROM VEHICLE, 9300 N OAK ST, 9/28/2018, P1
C, BURGLARY 2D GARAGE, 4600 N JEFFERSON ST, 9/26/2018, P1
A, BURGLARY-RESIDENTIAL, 5800 N MONROE ST, 9/24/2018, P1
C, THEFT OF MOTOR VEHICLE, 5900 N ATLANTIC ST, 9/25/2018, P1
C, THEFT OF MOTOR VEHICLE, 4300 N ADAMS ST, 9/25/2018, P1
C, THEFT OF MOTOR VEHICLE, 5100 N POST ST, 9/26/2018, P2
C, THEFT FIREARM FROM MOTOR VEHICLE, 1300 W PROVIDENCE AVE, 9/25/2018, P2
C, THEFT 2D ALL OTHER, 300 W QUEEN AVE, 9/23/2018, P1
C, THEFT 2D ALL OTHER, 300 W QUEEN AVE, 9/27/2018, P2
C, THEFT 2D FROM MOTOR VEHICLE, 300 W QUEEN AVE, 9/23/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 5100 N POST ST, 9/26/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 4700 N MONROE ST, 9/26/2018, P1
C, THEFT 3D ALL OTHER, 3900 N WALNUT ST, 9/28/2018, P1
C, THEFT 3D FROM BUILDING, 3600 N ATLANTIC ST, 9/25/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 1100 W GLASS AVE, 9/23/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 5400 N POST ST, 9/27/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 1500 W GLASS AVE, 9/28/2018, P1
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 9/25/2018, P1
C, THEFT 3D SHOPLIFTING, 4800 N DIVISION ST, 9/26/2018, P1
C, BURGLARY-RESIDENTIAL, 6000 N NETTLETON ST, 9/26/2018, P1
C, MAIL THEFT, 2400 W KIERNAN AVE, 9/23/2018, P1
C, THEFT OF MOTOR VEHICLE, 5900 N FOREST BLVD, 9/25/2018, P1
C, THEFT OF MOTOR VEHICLE, 4300 N ASH ST, 9/25/2018, P1
C, THEFT OF MOTOR VEHICLE, 2300 W QUEEN AVE, 9/27/2018, P1
C, THEFT 2D ALL OTHER W FAIRVIEW, AVE / N C ST, 9/24/2018, P1
C, THEFT 2D ALL OTHER, 6200 N BELT ST, 9/25/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 5600 N BELT ST, 9/27/2018, P1
C, THEFT 3D ALL OTHER, 1700 W GARLAND AVE, 9/28/2018, P1
C, THEFT 3D FROM BUILDING, 2300 W WELLESLEY AVE, 9/24/2018, P1
C, THEFT 3D FROM BUILDING, 5600 N LOMA DR, 9/25/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 5800 N ELGIN ST, 9/27/2018, P1
A, THEFT 3D FROM MOTOR VEHICLE, 6000 N DOUGLAS DR, 9/28/2018, P1
A, THEFT 3D FROM MOTOR VEHICLE, 6000 N DOUGLAS DR, 9/28/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 6100 N ELM ST, 9/28/2018, P2
A, THEFT 3D FROM MOTOR VEHICLE, 5900 N NETTLETON ST, 9/29/2018, P1
C, THEFT 3D SHOPLIFTING, 2300 W WELLESLEY AVE, 9/24/2018, P1
C, THEFT 3D SHOPLIFTING, 4800 W NINE MILE RD, 9/25/2018, P1
C, THEFT 3D SHOPLIFTING, 2300 W WELLESLEY AVE, 9/26/2018, P1
C, THEFT 3D SHOPLIFTING, 2500 W WELLESLEY AVE, 9/28/2018, P1
C, THEFT 3D SHOPLIFTING, 2300 W WELLESLEY AVE, 9/28/2018, P1
U, THEFT-CITY (Shoplifting), 5800 N CANNON ST, 9/24/2018, P1
C, THEFT-CITY (Shoplifting), 2300 W WELLESLEY AVE, 9/25/2018, P1
C, MAIL THEFT FROM A BUILDING, 1100 W SHANNON AVE, 9/28/2018, P2
A, ROBBERY 1D PERSON (NOT PURSE SNATCHING), 1800 N LINCOLN ST, 9/29/2018, P1
C, ROBBERY 2D PERSON (NOT PURSE SNATCHING), 1600 W NORTHWEST BLVD, 9/23/2018, P4
C, THEFT OF MOTOR VEHICLE, 1800 N DIVISION ST, 9/28/2018, P2
C, THEFT 2D FROM BUILDING, 600 W MANSFIELD AVE, 9/25/2018, P2
C, THEFT 3D ALL OTHER, 1600 W NORTHWEST BLVD, 9/26/2018, P2
C, THEFT 3D ALL OTHER, 700 W EUCLID AVE, 9/27/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1400 W CORA CT, 9/24/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1600 W NORTHWEST BLVD, 9/26/2018, P2
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 2400 N DIVISION ST, 9/26/2018, P2
C, THEFT 3D SHOPLIFTING, 1600 W NORTHWEST BLVD, 9/23/2018, P2
C, THEFT 3D SHOPLIFTING, 1600 W NORTHWEST BLVD, 9/23/2018, P2
A, THEFT 3D SHOPLIFTING, 1600 W NORTHWEST BLVD, 9/24/2018, P2
C, THEFT 3D FROM BUILDING, 300 W NORTH RIVER DR, 9/26/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 0 W CATALDO AVE, 9/26/2018, P2
C, THEFT 3D SHOPLIFTING, 900 N DIVISION ST, 9/28/2018, P2
C, ASSAULT 2D, 1800 W COLLEGE AVE, 9/27/2018, P1
C, BURGLARY 1D COMMERCIAL, 1200 N COCHRAN ST, 9/24/2018, P2
C, BURGLARY 2D GARAGE, 1600 N ADAMS ST, 9/28/2018, P2
C, BURGLARY-RESIDENTIAL, 2300 W MAXWELL AVE, 9/24/2018, P1
C, BURGLARY-RESIDENTIAL, 1500 W GARDNER AVE, 9/26/2018, P2
C, BURGLARY-RESIDENTIAL, 2100 W MALLON AVE, 9/26/2018, P1
C, MAIL THEFT, 2100 W SHARP AVE, 9/25/2018, P2
C, MAIL THEFT, 1400 W MAXWELL AVE, 9/27/2018, P2
C, MAIL THEFT, 2200 W GARDNER AVE, 9/27/2018, P2
C, THEFT OF MOTOR VEHICLE, 1700 W AUGUSTA AVE, 9/27/2018, P2
C, THEFT 2D ALL OTHER, 1500 W GARDNER AVE, 9/26/2018, P2
C, THEFT 2D FROM BUILDING, 1200 N COCHRAN ST, 9/24/2018, P2
C, THEFT 2D FROM BUILDING, 2300 W BROADWAY AVE, 9/25/2018, P2
C, THEFT 3D ALL OTHER, 1100 W INDIANA AVE, 9/28/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1000 W SUMMIT PKWY, 9/23/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1700 W COLLEGE AVE, 9/24/2018, P2
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 2800 W BOONE AVE, 9/26/2018, P2
C, THEFT-CITY FROM BUILDING, 2300 W MAXWELL AVE, 9/24/2018, P1
C, THEFT-CITY, (Motor, Vehicle, Parts, or, Accessories), 1700 W AUGUSTA AVE, 9/27/2018, P2
C, THEFT-CITY (Shoplifting), 1000 W SUMMIT PKWY, 9/25/2018, P2
C, THEFT-CITY (Shoplifting), 1000 W SUMMIT PKWY, 9/28/2018, P2
C, RAPE OF A CHILD 1D, NA, 9/28/2018, P1
C, THEFT OF MOTOR VEHICLE, 3400 W FORT GEORGE WRIGHT DR, 9/25/2018, P1
C, THEFT OF MOTOR VEHICLE, 4100 W FORT GEORGE WRIGHT DR, 9/25/2018, P1
C, THEFT OF MOTOR VEHICLE, 3400 W FORT GEORGE WRIGHT DR, 9/25/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2800 W ELLIOTT DR, 9/25/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 3400 W FORT GEORGE WRIGHT DR, 9/25/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 3400 W FORT GEORGE WRIGHT DR, 9/25/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 3400 W FORT GEORGE WRIGHT DR, 9/26/2018, P2
C, ASSAULT 1D, 5600 N LIDGERWOOD ST, 9/28/2018, P4
C, ASSAULT 2D, 7000 N COLTON ST, 9/27/2018, P2
A, BURGLARY 2D COMMERCIAL, 9300 N NEWPORT HWY, 9/23/2018, P4
C, BURGLARY 2D COMMERCIAL, 7300 N DIVISION ST, 9/26/2018, P2
A, BURGLARY 2D COMMERCIAL, 600 E HOLLAND AVE, 9/27/2018, P3
A, BURGLARY 2D COMMERCIAL, 600 E HOLLAND AVE, 9/27/2018, P3
C, BURGLARY 2D COMMERCIAL, 600 E HOLLAND AVE, 9/27/2018, P3
C, BURGLARY 2D GARAGE, 1100 E COZZA DR, 9/23/2018, P3
C, BURGLARY 2D GARAGE, 1100 E COZZA DR, 9/24/2018, P4
C, BURGLARY 2D GARAGE, 5300 N NEVADA ST, 9/24/2018, P3
C, BURGLARY 2D GARAGE, 1000 E COZZA DR, 9/25/2018, P2
C, BURGLARY 2D GARAGE, 700 E WELLESLEY AVE, 9/27/2018, P3
C, BURGLARY-RESIDENTIAL, 500 E CROWN AVE, 9/24/2018, P4
C, BURGLARY-RESIDENTIAL, 300 E WABASH AVE, 9/25/2018, P3
C, BURGLARY-RESIDENTIAL, 0 E MAYFAIR CT, 9/25/2018, P2
C, BURGLARY-RESIDENTIAL, 200 E LINCOLN RD, 9/27/2018, P2
C, BURGLARY-RESIDENTIAL, 7600 N DAKOTA ST, 9/27/2018, P4
C, BURGLARY-RESIDENTIAL, 0 E PINE RIDGE CT, 9/27/2018, P2
C, BURGLARY-RESIDENTIAL, 3300 N NEVADA ST, 9/28/2018, P4
C, BURGLARY-RESIDENTIAL, 1100 E RICH AVE, 9/29/2018, P4
C, BURGLARY-RESIDENTIAL, 1200 E HOFFMAN AVE, 9/29/2018, P4
C, BURGLARY-RESIDENTIAL, 1200 E HOFFMAN AVE, 9/29/2018, P4
C, BURGLARY-RESIDENTIAL, 1300 E BROAD AVE, 9/29/2018, P4
C, IBR PURPOSES ONLY - THEFT FROM MOTOR VEHICLE, 7800 N MORTON ST, 9/23/2018, P4
C, MAIL THEFT, 6900 N HAMILTON ST, 9/29/2018, P3
C, MAIL THEFT FROM A BUILDING, 7400 N LIDGERWOOD ST, 9/26/2018, P3
C, RAPE 2D, NA, 9/23/2018, P1
