ac,offense,address,date,district
C, BURGLARY-RESIDENTIAL, 2400 W FRANCIS AVE, 6/4/2018, P1
C, BURGLARY-RESIDENTIAL, 6600 N ASSEMBLY ST, 6/5/2018, P1
C, THEFT OF MOTOR VEHICLE, 4100 W ARROWHEAD CT, 6/4/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 6600 N ASSEMBLY ST, 6/5/2018, P1
A, THEFT 3D FROM MOTOR VEHICLE, 6800 N WINSTON DR, 6/5/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 7000 N SKYLINE DR, 6/7/2018, P1
C, VEHICLE PROWLING 2D FROM VEHICLE, 4300 W OSAGE WAY, 6/4/2018, P1
C, THEFT 2D FROM BUILDING, 7500 N FIVE, MILE RD, 6/4/2018, P1
A, THEFT 3D FROM MOTOR VEHICLE, 5200 W BARNES RD, 6/6/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 4100 N CEDAR ST, 6/8/2018, P1
C, THEFT 3D ALL OTHER, 0 W COURTLAND AVE, 6/7/2018, P1
C, THEFT 3D ALL OTHER, 4900 N MONROE ST, 6/9/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 1100 W CENTRAL AVE, 6/3/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 5900 N MADISON ST, 6/3/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 1100 W BISMARK AVE, 6/3/2018, P1
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 1100 W BISMARK AVE, 6/3/2018, P1
C, THEFT 3D SHOPLIFTING, 1000 W WELLESLEY AVE, 6/7/2018, P1
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 6/8/2018, P1
C, TMVWOP-2D N MADISON, ST / W GARLAND AVE, 6/8/2018, P1
C, BURGLARY-RESIDENTIAL, 2000 W WELLESLEY AVE, 6/6/2018, P1
C, BURGLARY-RESIDENTIAL, 1700 W GORDON AVE, 6/6/2018, P1
C, THEFT OF MOTOR VEHICLE, 1800 W LIBERTY AVE, 6/3/2018, P1
C, THEFT OF MOTOR VEHICLE, 3900 W HEROY AVE, 6/6/2018, P1
C, THEFT(FIREARM), (All, Other), 5200 W HOFFMAN PL, 6/9/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 3900 W ROWAN AVE, 6/3/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 2400 W GARLAND AVE, 6/4/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE W NORTHWEST, BLVD / N I ST, 6/7/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 2000 W PROVIDENCE AVE, 6/9/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 3300 N MILTON ST, 6/9/2018, P1
C, THEFT 3D ALL OTHER, 2100 W GRACE AVE, 6/4/2018, P1
C, THEFT 3D ALL OTHER, 3100 W CENTRAL AVE, 6/5/2018, P1
C, THEFT 3D ALL OTHER, 6100 N ASH ST, 6/6/2018, P1
C, THEFT 3D ALL OTHER, 2500 W GORDON AVE, 6/7/2018, P1
C, THEFT 3D ALL OTHER, 2700 W GORDON AVE, 6/8/2018, P1
C, THEFT 3D ALL OTHER, 4000 W QUEEN AVE, 6/8/2018, P1
C, THEFT 3D ALL OTHER, 2200 W CLEVELAND AVE, 6/9/2018, P1
C, THEFT 3D FROM BUILDING, 6000 N ASSEMBLY ST, 6/4/2018, P1
C, THEFT 3D FROM BUILDING, 2500 W GORDON AVE, 6/7/2018, P1
C, THEFT 3D FROM BUILDING, 6500 N ROYAL DR, 6/7/2018, P1
C, THEFT 3D FROM BUILDING, 6500 N ROYAL DR, 6/8/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 1800 W GARLAND AVE, 6/5/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 3900 W QUEEN AVE, 6/5/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2400 W EUCLID AVE, 6/8/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2000 W PROVIDENCE AVE, 6/9/2018, P1
A, THEFT 3D FROM MOTOR VEHICLE, 3200 W ALICE AVE, 6/9/2018, P1
A, THEFT 3D FROM MOTOR VEHICLE, 3000 W HOFFMAN AVE, 6/9/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2000 W GORDON AVE, 6/9/2018, P1
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 3100 W GARLAND AVE, 6/6/2018, P2
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 2200 W CENTRAL AVE, 6/8/2018, P1
C, THEFT 3D SHOPLIFTING, 2500 W WELLESLEY AVE, 6/9/2018, P1
C, THEFT 3D SHOPLIFTING, 2300 W WELLESLEY AVE, 6/9/2018, P1
C, VEHICLE PROWLING 2D FROM VEHICLE, 2100 W BUCKEYE AVE, 6/6/2018, P1
C, RAPE 2D, NA, 6/7/2018, P2
C, ASSAULT 2D, 1400 W CORA CT, 6/4/2018, P2
C, BURGLARY 2D COMMERCIAL, 1600 N DIVISION ST, 6/7/2018, P2
C, BURGLARY 2D FENCED AREA, 2400 N DIVISION ST, 6/8/2018, P2
C, BURGLARY-RESIDENTIAL, 600 W CLEVELAND AVE, 6/3/2018, P2
C, BURGLARY-RESIDENTIAL, 500 W EUCLID AVE, 6/5/2018, P2
C, THEFT OF MOTOR VEHICLE, 1400 W CLEVELAND AVE, 6/3/2018, P1
C, THEFT OF MOTOR VEHICLE, 300 W CLEVELAND AVE, 6/6/2018, P2
C, THEFT OF MOTOR VEHICLE, 3000 N DIVISION ST, 6/9/2018, P2
C, THEFT FIREARM FROM BUILDING, 1900 W BUCKEYE AVE, 6/4/2018, P2
C, THEFT 2D FROM BUILDING, 2500 N STEVENS ST, 6/8/2018, P2
C, THEFT 3D ALL OTHER, 1700 W NORTHWEST BLVD, 6/7/2018, P2
C, THEFT 3D ALL OTHER, 2300 N MONROE ST, 6/7/2018, P2
C, THEFT 3D ALL OTHER, 1600 W NORTHWEST BLVD, 6/7/2018, P2
C, THEFT 3D ALL OTHER, 3000 N ATLANTIC ST, 6/8/2018, P2
C, THEFT 3D FROM BUILDING, 600 W CLEVELAND AVE, 6/3/2018, P2
