ac,offense,address,date,district
C, THEFT 3D SHOPLIFTING, 1800 W FRANCIS AVE, 11/23/2018, P1
C, THEFT 1D FROM BUILDING, 1500 W PANORAMA AVE, 11/20/2018, P1
C, THEFT 3D FROM BUILDING, 7800 N ASHLEY CIR, 11/23/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 10000 N FLEETWOOD ST, 11/18/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 10200 N SUNDANCE DR, 11/22/2018, P1
C, ASSAULT 2D, 900 W PROVIDENCE AVE, 11/22/2018, P1
C, BURGLARY 1D FROM RESIDENCE, 3600 N MADISON ST, 11/23/2018, P2
C, BURGLARY 2D COMMERCIAL, 5100 N WALL ST, 11/23/2018, P1
C, BURGLARY-RESIDENTIAL, 5700 N ATLANTIC ST, 11/24/2018, P1
C, ROBBERY 1D PERSON (NOT PURSE SNATCHING) W LONGFELLOW, AVE / N ADAMS ST, 11/21/2018, P1
C, THEFT OF MOTOR VEHICLE, 1100 W BISMARK AVE, 11/20/2018, P1
C, THEFT OF MOTOR VEHICLE, 4500 N STEVENS ST, 11/22/2018, P1
C, THEFT 2D ALL OTHER, 3900 N ADAMS ST, 11/23/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 4500 N ATLANTIC DR, 11/19/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE W ROWAN, AVE / N HAWTHORNE ST, 11/21/2018, P1
C, THEFT 3D ALL OTHER, 4200 N WALNUT ST, 11/19/2018, P1
C, THEFT 3D FROM BUILDING, 1000 W GARLAND AVE, 11/20/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 5400 N CEDAR ST, 11/18/2018, Oth
C, THEFT 3D FROM MOTOR VEHICLE, 200 W AMHERST CT, 11/19/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 4500 N ATLANTIC DR, 11/19/2018, P1
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 4700 N WASHINGTON ST, 11/23/2018, P1
C, THEFT-CITY FROM BUILDING, 5700 N ATLANTIC ST, 11/24/2018, P1
C, ASSAULT 4D WEAPON OR NEGLIGENT INJURY, 4000 W ROWAN AVE, 11/23/2018, P1
C, BURGLARY 2D COMMERCIAL, 1700 W GARLAND AVE, 11/23/2018, P1
C, BURGLARY 2D FENCED AREA, 2300 W WELLESLEY AVE, 11/24/2018, P1
C, BURGLARY-RESIDENTIAL, 5100 W DECATUR AVE, 11/21/2018, P1
C, MAIL THEFT, 2500 W DALTON AVE, 11/18/2018, P1
C, MAIL THEFT, 2100 W NORTHWEST BLVD, 11/18/2018, P1
C, RAPE 2D, NA, 11/23/2018, P1
C, THEFT OF MOTOR VEHICLE, 2800 W GARLAND AVE, 11/22/2018, P1
C, THEFT OF MOTOR VEHICLE, 5900 N FOREST BLVD, 11/23/2018, P1
C, THEFT 2D FROM BUILDING, 2200 W WELLESLEY AVE, 11/23/2018, P1
C, THEFT 3D ALL OTHER, 5500 N ALBERTA ST, 11/24/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 5100 N CANNON ST, 11/21/2018, P1
A, THEFT 3D FROM MOTOR VEHICLE, 3700 W BROAD AVE, 11/22/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 3700 W PRINCETON AVE, 11/22/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 5100 W PRINCETON PL, 11/24/2018, P1
C, BURGLARY 1D COMMERCIAL, 1600 W NORTHWEST BLVD, 11/18/2018, P1
C, IBR PURPOSES ONLY - THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES, 2700 N DIVISION ST, 11/18/2018, P2
C, MAIL THEFT FROM A BUILDING, 300 W SHANNON AVE, 11/23/2018, P2
C, THEFT OF MOTOR VEHICLE, 1900 N MAPLE ST, 11/18/2018, P1
C, THEFT OF MOTOR VEHICLE, 2700 N DIVISION ST, 11/18/2018, P2
C, THEFT OF MOTOR VEHICLE, 3200 N MADISON ST, 11/19/2018, P2
C, THEFT OF MOTOR VEHICLE, 1400 N LINCOLN ST, 11/19/2018, P2
C, THEFT OF MOTOR VEHICLE, 1400 N LINCOLN ST, 11/24/2018, P2
C, THEFT 2D ALL OTHER, 1200 N STEVENS ST, 11/18/2018, P2
C, THEFT 2D FROM BUILDING, 1600 W NORTHWEST BLVD, 11/24/2018, P2
C, THEFT 3D ALL OTHER, 2400 N DIVISION ST, 11/19/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1900 N MAPLE ST, 11/18/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 1600 W KNOX AVE, 11/19/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 700 W EUCLID AVE, 11/19/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE N MONROE, ST / W SHARP AVE, 11/20/2018, P2
C, THEFT 3D SHOPLIFTING, 1600 W NORTHWEST BLVD, 11/18/2018, P1
C, THEFT 3D SHOPLIFTING, 1700 W NORTHWEST BLVD, 11/22/2018, P2
C, THEFT CITY FROM MOTOR VEHICLE, 2700 N MONROE ST, 11/21/2018, P1
C, THEFT CITY FROM MOTOR VEHICLE, 1400 N LINCOLN ST, 11/24/2018, P2
C, THEFT-CITY (Shoplifting), 1600 W NORTHWEST BLVD, 11/24/2018, P1
A, VEHICLE PROWLING 2D, 3000 N MONROE ST, 11/21/2018, P2
C, THEFT 2D FROM BUILDING, 1100 N MONROE ST, 11/19/2018, P2
C, THEFT 2D FROM BUILDING, 1100 N MONROE ST, 11/20/2018, P2
C, THEFT 3D FROM BUILDING, 900 N WASHINGTON ST, 11/20/2018, P2
A, THEFT 3D FROM MOTOR VEHICLE W CATALDO, AVE / N WASHINGTON ST, 11/18/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE W CATALDO, AVE / N WASHINGTON ST, 11/19/2018, P2
