ac,offense,address,date,district
C, THEFT 3D SHOPLIFTING, 2223 W WELLESLEY AVE, 2/22/2019, P1
C, RAPE 3D, NA, 2/21/2019, P1
C, THEFT 2D FROM MOTOR VEHICLE, 1800 W JAY AVE, 2/17/2019, P1
C, THEFT 3D FROM MOTOR VEHICLE, 8000 N ASH LN, 2/17/2019, P1
C, THEFT 2D FROM MOTOR VEHICLE, 10700 N SKYLINE DR, 2/18/2019, P1
C, THEFT 2D FROM BUILDING, 3400 N DIVISION ST, 2/21/2019, P1
C, THEFT 3D FROM MOTOR VEHICLE, 900 W GORDON AVE, 2/18/2019, P1
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 2/22/2019, P1
A, THEFT OF MOTOR VEHICLE, 4800 N ASH ST, 2/22/2019, P1
C, MAIL THEFT, 2400 W EUCLID AVE, 2/21/2019, P1
C, THEFT 2D FROM MOTOR VEHICLE, 5600 N OAK ST, 2/17/2019, P1
C, THEFT 3D ALL OTHER, 2800 W BROAD AVE, 2/19/2019, P1
C, THEFT 3D CITY SHOPLIFTING, 2300 W WELLESLEY AVE, 2/19/2019, P1
C, THEFT 3D FROM BUILDING, 2300 W WELLESLEY AVE, 2/18/2019, P2
C, THEFT 3D FROM BUILDING, 3000 W LITCHFIELD PL, 2/20/2019, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2800 W EUCLID AVE, 2/17/2019, P1
C, IBR PURPOSES ONLY - THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES, 500 W SINTO AVE, 2/22/2019, P3
C, RAPE 3D, NA, 2/19/2019, P1
C, THEFT 2D ALL OTHER, 500 W SINTO AVE, 2/21/2019, P2
C, THEFT 2D FROM BUILDING, 1800 N MONROE ST, 2/18/2019, P2
C, THEFT 2D FROM BUILDING, 1600 W NORTHWEST BLVD, 2/23/2019, P2
C, THEFT 3D CITY SHOPLIFTING, 1600 W NORTHWEST BLVD, 2/19/2019, P1
C, THEFT 3D CITY SHOPLIFTING, 1600 W NORTHWEST BLVD, 2/19/2019, P1
C, THEFT 3D FROM BUILDING, 1600 W NORTHWEST BLVD, 2/17/2019, P2
C, THEFT 3D FROM BUILDING, 600 W EUCLID AVE, 2/17/2019, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1900 W SHANNON AVE, 2/20/2019, P2
C, THEFT 3D FROM MOTOR VEHICLE, 900 W SPOFFORD AVE, 2/20/2019, P2
C, THEFT 3D SHOPLIFTING, 1600 W NORTHWEST BLVD, 2/19/2019, P2
C, THEFT 3D SHOPLIFTING, 1700 W NORTHWEST BLVD, 2/23/2019, P2
C, THEFT 3D VEHICLE PARTS AND ACCESSORIES, 2400 N DIVISION ST, 2/21/2019, P2
