ac,offense,address,date,district
C, THEFT 3D FROM MOTOR VEHICLE, 4400 W SKYLINE DR, 9/16/2018, P1
C, BURGLARY 2D GARAGE, 9100 N BRADBURY DR, 9/18/2018, P1
C, BURGLARY-RESIDENTIAL, 2800 W JILLIAN AVE, 9/16/2018, P1
C, THEFT 2D FROM BUILDING, 9100 N BRADBURY DR, 9/18/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 2800 W JILLIAN AVE, 9/16/2018, P1
C, VEHICLE PROWLING 2D FROM VEHICLE, 9100 N BRADBURY DR, 9/18/2018, P1
C, BURGLARY-RESIDENTIAL, 5000 W PACIFIC, PARK DR, 9/19/2018, P1
C, THEFT 2D FROM BUILDING, 5500 W SARAH CT, 9/18/2018, P1
C, THEFT 2D FROM BUILDING, 5000 W PACIFIC, PARK DR, 9/19/2018, P1
C, BURGLARY 2D GARAGE, 4100 N HOWARD ST, 9/17/2018, P1
C, BURGLARY-RESIDENTIAL, 1100 W CENTRAL AVE, 9/17/2018, P1
C, BURGLARY-RESIDENTIAL, 4200 N LINCOLN ST, 9/21/2018, P1
C, THEFT OF MOTOR VEHICLE, 4200 N CEDAR ST, 9/19/2018, P1
A, THEFT OF MOTOR VEHICLE, 4700 N STEVENS ST, 9/21/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 3900 N STEVENS ST, 9/22/2018, P1
C, THEFT 3D ALL OTHER, 1100 W WELLESLEY AVE, 9/16/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 4000 N MONROE ST, 9/20/2018, P1
A, THEFT 3D FROM MOTOR VEHICLE, 700 W CORA AVE, 9/20/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 4700 N STEVENS ST, 9/21/2018, P1
C, THEFT-CITY FROM BUILDING, 4200 N LINCOLN ST, 9/21/2018, P1
C, ASSAULT 2D, 5700 N BELT ST, 9/19/2018, P1
A, BURGLARY 2D GARAGE, 3300 W WALTON AVE, 9/22/2018, P1
C, BURGLARY-RESIDENTIAL, 3000 W LONGFELLOW AVE, 9/21/2018, P1
C, BURGLARY-RESIDENTIAL, 2000 W WELLESLEY AVE, 9/22/2018, P1
C, HARASSMENT FELONY WEAPON INVOLVED, 2200 W WELLESLEY AVE, 9/17/2018, P1
C, MAIL THEFT, 5900 N NETTLETON ST, 9/18/2018, P1
C, RAPE 3D, NA, 9/17/2018, P1
C, THEFT 2D ALL OTHER, 2300 W WELLESLEY AVE, 9/19/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 4000 N ELM ST, 9/21/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 5700 N LOMA DR, 9/21/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 2700 W EVERETT AVE, 9/22/2018, P1
C, THEFT 3D ALL OTHER, 2300 W WELLESLEY AVE, 9/18/2018, P1
C, THEFT 3D FROM BUILDING, 6000 N ASSEMBLY ST, 9/17/2018, P1
C, THEFT 3D FROM BUILDING, 6000 N ASSEMBLY ST, 9/17/2018, P1
C, THEFT 3D FROM BUILDING, 3500 W DECATUR AVE, 9/18/2018, P1
C, THEFT 3D FROM BUILDING, 3000 W LONGFELLOW AVE, 9/21/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2600 W WABASH AVE, 9/17/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 3300 W CLEVELAND AVE, 9/18/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 4800 N ELGIN ST, 9/21/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 3500 N AUDUBON ST, 9/21/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2300 W WELLESLEY AVE, 9/21/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 4100 N ELM ST, 9/21/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 4800 N ELGIN ST, 9/21/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 5600 N LOMA DR, 9/22/2018, P1
