ac,offense,address,date,district
C, THEFT OF MOTOR VEHICLE, HOUSTON, AVE /, ATLANTIC ST, 12/5/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, HOUSTON, AVE /, ATLANTIC ST, 12/5/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 2800 W HOLYOKE AVE, 12/4/2018, P1
C, THEFT 3D FROM BUILDING, 1800 W FRANCIS AVE, 12/5/2018, P1
C, THEFT 3D FROM BUILDING, 1800 W FRANCIS AVE, 12/5/2018, P1
C, THEFT 3D FROM BUILDING, 1800 W FRANCIS AVE, 12/5/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 3300 W ROSEWOOD AVE, 12/2/2018, P1
A, THEFT 3D FROM MOTOR VEHICLE, 2900 W HOLYOKE AVE, 12/4/2018, P1
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 4100 W SUTHERLIN PL, 12/8/2018, P1
C, BURGLARY-RESIDENTIAL, 2400 W CHADWICK CT, 12/7/2018, Oth
C, VEHICLE PROWLING 2D FROM VEHICLE, 2400 W CHADWICK CT, 12/7/2018, Oth
C, BURGLARY 2D GARAGE, 10700 N NAVAHO DR, 12/3/2018, P1
C, BURGLARY 2D GARAGE, 8700 N FARMDALE ST, 12/3/2018, P1
C, BURGLARY 2D GARAGE, 4500 W SHAWNEE AVE, 12/4/2018, P1
C, THEFT 2D ALL OTHER, 4500 W STRONG RD, 12/5/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 8900 N PAMELA ST, 12/2/2018, P1
A, THEFT 3D FROM MOTOR VEHICLE, 8800 N PAMELA ST, 12/2/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 8800 N PAMELA ST, 12/2/2018, P1
C, ASSAULT 1D, 5100 N WALNUT ST, 12/6/2018, P1
C, BURGLARY 2D COMMERCIAL, 4400 N DIVISION ST, 12/3/2018, P1
C, BURGLARY 2D GARAGE, 600 W PROVIDENCE AVE, 12/7/2018, P1
C, BURGLARY-RESIDENTIAL, 5200 N MONROE ST, 12/7/2018, P1
C, ROBBERY 1D PERSON (NOT PURSE SNATCHING), 800 W GORDON AVE, 12/7/2018, P1
C, THEFT 3D ALL OTHER, 6000 N HOWARD ST, 12/2/2018, P1
C, THEFT 3D ALL OTHER, 3900 N WHITEHOUSE ST, 12/5/2018, P1
C, THEFT 3D FROM BUILDING, 800 W CORA AVE, 12/3/2018, P1
C, THEFT 3D FROM BUILDING, 4600 N LINCOLN ST, 12/6/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 6000 N BUFFALO ST, 12/2/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 3600 N NORMANDIE ST, 12/3/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 6200 N HOWARD ST, 12/3/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 3900 N MADISON ST, 12/7/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 500 W GLASS AVE, 12/7/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 1200 W DECATUR AVE, 12/8/2018, P1
C, ASSAULT 2D, 6100 N DRISCOLL BLVD, 12/3/2018, P1
C, BURGLARY 1D FROM RESIDENCE, 4900 N ELM ST, 12/4/2018, P1
C, BURGLARY 2D GARAGE, 2600 W COURTLAND AVE, 12/2/2018, P1
A, BURGLARY-RESIDENTIAL, 3100 W PRINCETON AVE, 12/2/2018, P1
A, BURGLARY-RESIDENTIAL, 3100 W ROWAN AVE, 12/6/2018, P1
C, MAIL THEFT, 4000 W BISMARK PL, 12/4/2018, P1
C, MAIL THEFT, 6000 N OAK ST, 12/7/2018, P1
C, THEFT OF MOTOR VEHICLE, 3200 W LACROSSE AVE, 12/4/2018, P1
C, THEFT OF MOTOR VEHICLE, 3700 W FRANCIS AVE, 12/8/2018, P1
U, THEFT 2D ALL OTHER, 2400 W OLYMPIC AVE, 12/5/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 3100 W PRINCETON AVE, 12/2/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 1800 W GARLAND AVE, 12/4/2018, P1
C, THEFT 3D ALL OTHER, 4200 W BROAD AVE, 12/3/2018, P1
C, THEFT 3D ALL OTHER, 5300 N ELGIN ST, 12/4/2018
C, THEFT 3D FROM BUILDING, 4000 W NORTHWEST BLVD, 12/3/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 3400 W GARLAND AVE, 12/2/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2300 W WELLESLEY AVE, 12/7/2018, P1
A, THEFT 3D FROM MOTOR VEHICLE, 5700 N MILTON ST, 12/8/2018, P1
A, THEFT 3D SHOPLIFTING, 2300 W WELLESLEY AVE, 12/5/2018, P1
C, THEFT 3D SHOPLIFTING, 2300 W WELLESLEY AVE, 12/6/2018, P1
C, THEFT-CITY (Shoplifting), 2500 W WELLESLEY AVE, 12/8/2018, P1
C, ASSAULT 2D, 1400 W CORA CT, 12/3/2018, P1
A, BURGLARY 2D COMMERCIAL, 2300 N MONROE ST, 12/2/2018, P2
C, BURGLARY 2D GARAGE, 2100 N MAPLE ST, 12/7/2018, P2
A, BURGLARY 2D GARAGE, 500 W CLEVELAND AVE, 12/8/2018, P2
C, BURGLARY-RESIDENTIAL, 1700 N HOWARD ST, 12/2/2018, P2
C, IBR PURPOSES ONLY - THEFT FROM MOTOR VEHICLE, 1500 N MONROE ST, 12/4/2018, P2
C, THEFT OF MOTOR VEHICLE, 1500 N MONROE ST, 12/4/2018, P2
C, THEFT OF MOTOR VEHICLE, 900 W MANSFIELD AVE, 12/5/2018, P1
C, THEFT 2D ALL OTHER, 1600 W NORTHWEST BLVD, 12/5/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 900 W NORA AVE, 12/3/2018, P2
C, THEFT 2D FROM MOTOR VEHICLE, 1700 W KNOX AVE, 12/4/2018, P2
C, THEFT 2D FROM MOTOR VEHICLE, 1700 W KNOX AVE, 12/8/2018, P2
C, THEFT 3D ALL OTHER W FREDERICK, AVE / N MONROE ST, 12/3/2018, P2
C, THEFT 3D ALL OTHER, 1400 N HOWARD ST, 12/5/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 3300 N MONROE ST, 12/3/2018, P2
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 2400 N DIVISION ST, 12/2/2018, P2
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 2400 N DIVISION ST, 12/4/2018, P2
C, THEFT 2D FROM BUILDING, 300 W NORTH RIVER DR, 12/3/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE N POST, ST / W SUMMIT PKWY, 12/6/2018, P2
C, BURGLARY 2D FENCED AREA W INDIANA, AVE / N ADAMS ST, 12/7/2018, P1
C, BURGLARY 2D GARAGE, 1700 W SHARP AVE, 12/3/2018, P2
C, BURGLARY-RESIDENTIAL, 1300 N COCHRAN ST, 12/6/2018, P2
C, BURGLARY-RESIDENTIAL, 1500 N ADAMS ST, 12/6/2018, P1
C, DRIVE BY SHOOTING W BOONE, AVE / N LINDEKE ST, 12/4/2018, P1
C, MAIL THEFT, 2700 W BROADWAY AVE, 12/4/2018, P2
C, ROBBERY 1D ALL EXCEPT PURSE SNATCHING, 1300 W DEAN AVE, 12/6/2018, P2
C, THEFT OF MOTOR VEHICLE, 2500 W BOONE AVE, 12/6/2018, P1
C, THEFT 3D ALL OTHER, 900 N SUMMIT BLVD, 12/3/2018, P2
C, THEFT 3D ALL OTHER, 1800 W BOONE AVE, 12/5/2018, P2
C, THEFT-CITY (Shoplifting), 1000 W SUMMIT PKWY, 12/4/2018, P1
C, TMVWOP-2D N ASH, ST / W MAXWELL AVE, 12/3/2018, P2
C, ASSAULT 2D, 2800 W ELLIOTT DR, 12/8/2018, P1
C, BURGLARY 2D GARAGE, 2800 W ELLIOTT DR, 12/7/2018, P2
C, THEFT OF MOTOR VEHICLE, 3800 W FORT GEORGE WRIGHT DR, 12/3/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 3400 W FORT GEORGE WRIGHT DR, 12/6/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 4100 W FORT GEORGE WRIGHT DR, 12/2/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1600 N RIVER RIDGE BLVD, 12/7/2018, P2
C, ASSAULT 2D, 300 E QUEEN AVE, 12/3/2018, P3
C, ASSAULT 2D, 7600 N DAKOTA ST, 12/3/2018, P4
C, ASSAULT 3D (d)or(f) (Weapon/Instrument/Bodily Harm), 200 E WEDGEWOOD AVE, 12/5/2018, P3
C, BURGLARY 2D COMMERCIAL, 600 E HOUSTON AVE, 12/3/2018, P4
C, BURGLARY 2D COMMERCIAL, 1000 E FRANCIS AVE, 12/8/2018, P4
C, BURGLARY 2D GARAGE, 1700 E LINCOLN RD, 12/2/2018, P3
C, BURGLARY 2D GARAGE, 600 E DECATUR AVE, 12/2/2018, P3
C, BURGLARY 2D GARAGE, 1000 E COZZA DR, 12/2/2018, P3
C, BURGLARY 2D GARAGE, 600 E DECATUR AVE, 12/4/2018, P3
A, BURGLARY 2D GARAGE, 1100 E WALTON AVE, 12/6/2018, P2
C, BURGLARY-RESIDENTIAL, 800 E SANSON AVE, 12/4/2018, P4
A, BURGLARY-RESIDENTIAL, 1100 E ROWAN AVE, 12/7/2018, P4
C, BURGLARY-RESIDENTIAL, 1300 E EVERETT AVE, 12/7/2018, P4
C, BURGLARY-RESIDENTIAL, 800 E ROCKWELL AVE, 12/7/2018, P4
C, CHILD, ASSAULT-3D(CRIM, NEG)DVCA, 7400 N LIDGERWOOD ST, 12/4/2018, P3
C, MAIL THEFT, 1100 E RICH AVE, 12/8/2018, P3
C, RAPE 3D, NA, 12/5/2018, P4
C, ROBBERY 1D PERSON (NOT PURSE SNATCHING), 100 E WEDGEWOOD AVE, 12/7/2018, P4
C, ROBBERY 1D PERSON (NOT PURSE SNATCHING) E OLYMPIC, AVE / N CINCINNATI ST, 12/8/2018, P3
A, ROBBERY 2D COMMERCIAL (NOT PURSE SNATCHING), 9900 N NEWPORT HWY, 12/6/2018, P3
C, ROBBERY 2D COMMERCIAL (NOT PURSE SNATCHING), 4700 N DIVISION ST, 12/8/2018, P4
C, ROBBERY 1D PURSE SNATCHING, 700 E PROVIDENCE AVE, 12/2/2018, P4
C, THEFT OF MOTOR VEHICLE, 6100 N STANDARD ST, 12/2/2018, P4
C, THEFT OF MOTOR VEHICLE, 800 E LYONS AVE, 12/2/2018, P4
C, THEFT OF MOTOR VEHICLE, 1000 E COZZA DR, 12/2/2018, P4
C, THEFT OF MOTOR VEHICLE, 0 E COZZA DR, 12/3/2018, P3
C, THEFT OF MOTOR VEHICLE, 4700 N DIVISION ST, 12/3/2018, P3
C, THEFT OF MOTOR VEHICLE, 300 E GLASS AVE, 12/4/2018, P4
C, THEFT OF MOTOR VEHICLE, 1200 E KIERNAN AVE, 12/4/2018, P3
C, THEFT OF MOTOR VEHICLE, 1200 E WESTVIEW CT, 12/4/2018, P4
C, THEFT OF MOTOR VEHICLE, 6600 N ADDISON ST, 12/5/2018, P3
C, THEFT 1D POCKET PICKING, 5500 N DIVISION ST, 12/5/2018, P3
U, THEFT 2D ALL OTHER, 900 E NEBRASKA AVE, 12/5/2018, P3
C, THEFT 2D ALL OTHER, 1300 E EVERETT AVE, 12/7/2018, P4
C, THEFT 2D FROM BUILDING, 200 E WEDGEWOOD AVE, 12/3/2018, P3
C, THEFT 2D FROM MOTOR VEHICLE, 1000 E COZZA DR, 12/2/2018, P4
C, THEFT 2D FROM MOTOR VEHICLE, 600 E FRANCIS AVE, 12/2/2018, P3
C, THEFT 2D FROM MOTOR VEHICLE, 1000 E FRANCIS AVE, 12/4/2018, P3
C, THEFT 2D FROM MOTOR VEHICLE, 400 E MAGNESIUM RD, 12/5/2018, P3
C, THEFT 2D FROM MOTOR VEHICLE, 1100 E EVERETT AVE, 12/6/2018, P3
C, THEFT 2D FROM MOTOR VEHICLE, 600 E GARLAND AVE, 12/7/2018, P3
C, THEFT 2D SHOPLIFTING, 4700 N DIVISION ST, 12/2/2018, P3
C, THEFT 2D SHOPLIFTING, 4700 N DIVISION ST, 12/8/2018, P4
C, THEFT 3D FROM BUILDING, 9900 N NEWPORT HWY, 12/2/2018, P3
C, THEFT 3D FROM BUILDING, 600 E HOUSTON AVE, 12/3/2018, P4
C, THEFT 3D FROM BUILDING, 800 E ROCKWELL AVE, 12/7/2018, P4
A, THEFT 3D FROM MOTOR VEHICLE, 1100 E COZZA DR, 12/2/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 6600 N ADDISON ST, 12/2/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 1000 E COZZA DR, 12/2/2018, P3
A, THEFT 3D FROM MOTOR VEHICLE, 3300 N ADDISON ST, 12/3/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE E GORDON, AVE / N LIDGERWOOD ST, 12/3/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 6500 N NEVADA ST, 12/4/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 800 E ST, THOMAS, MOORE WAY, 12/5/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 8500 N STANDARD ST, 12/5/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 1700 E LINCOLN RD, 12/5/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 4700 N DIVISION ST, 12/5/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 4700 N DIVISION ST, 12/6/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 9200 N COLTON ST, 12/6/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 200 E EMPIRE AVE, 12/7/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 4700 N DIVISION ST, 12/7/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 300 E EVERETT AVE, 12/8/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 6200 N DIVISION ST, 12/8/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 4700 N DIVISION ST, 12/8/2018, P3
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 9200 N COLTON ST, 12/6/2018, P3
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 12/2/2018, P3
C, THEFT 3D SHOPLIFTING, 9100 N NEWPORT HWY, 12/4/2018, P3
C, THEFT 3D SHOPLIFTING, 9200 N COLTON ST, 12/4/2018, P3
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 12/4/2018, P3
C, THEFT 3D SHOPLIFTING, 5800 N DIVISION ST, 12/6/2018, P3
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 12/7/2018, P3
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 12/4/2018, P3
C, THEFT 3D SHOPLIFTING, 900 E WELLESLEY AVE, 12/7/2018, P3
C, THEFT 3D SHOPLIFTING, 6500 N NEVADA ST, 12/8/2018, P3
C, THEFT-CITY FROM BUILDING, 1200 E WESTVIEW CT, 12/3/2018, P3
C, THEFT-CITY (Shoplifting), 9500 N NEWPORT HWY, 12/8/2018, P4
C, TMVWOP-2D, 6100 N COLTON ST, 12/4/2018, P4
C, ASSAULT 2D, 1700 E CENTRAL AVE, 12/8/2018, P4
C, BURGLARY 2D GARAGE, 1600 E DECATUR AVE, 12/2/2018, P3
C, BURGLARY 2D GARAGE, 5600 N PERRY ST, 12/7/2018, P3
C, BURGLARY-RESIDENTIAL, 1400 E SANSON AVE, 12/2/2018, P4
C, BURGLARY-RESIDENTIAL, 1400 E NEBRASKA AVE, 12/2/2018, P4
C, THEFT 2D FROM MOTOR VEHICLE, 5400 N MARTIN ST, 12/3/2018, P4
C, THEFT 3D ALL OTHER, 1800 E WABASH AVE, 12/2/2018, P3
C, THEFT 3D FROM BUILDING, 5300 N MAGNOLIA ST, 12/5/2018, P4
A, THEFT 3D FROM MOTOR VEHICLE, 1600 E DECATUR AVE, 12/2/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 5400 N MARTIN ST, 12/3/2018, P3
